Version;Date_of_report;Date_of_statistics_week_start;Variant_code;Variant_name;ECDC_category;WHO_category;May_include_samples_listed_before;Sample_size;Variant_cases
3;2022-03-10 10:48:49;2021-04-26;B.1.1.318;;DEV;VUM;False;1691;0
3;2022-03-10 10:48:49;2021-04-26;C.1.2;;DEV;VUM;False;1691;0
3;2022-03-10 10:48:49;2021-04-26;BA.1;;VOC;VOC;True;1691;0
3;2022-03-10 10:48:49;2021-04-26;BA.2;;VOC;VOC;True;1691;0
3;2022-03-10 10:48:49;2021-04-26;BA.3;;VOC;VOC;True;1691;0
3;2022-03-10 10:48:49;2021-05-03;B.1.351;Beta;VOC;VOC;False;1687;12
3;2022-03-10 10:48:49;2021-05-03;P.1;Gamma;VOC;VOC;False;1687;35
3;2022-03-10 10:48:49;2021-05-03;B.1.617.2;Delta;VOC;VOC;False;1687;1
3;2022-03-10 10:48:49;2021-05-03;B.1.1.529;Omicron;VOC;VOC;False;1687;0
3;2022-03-10 10:48:49;2021-05-03;B.1.640;;VUM;VUM;False;1687;0
3;2022-03-10 10:48:49;2021-05-03;B.1.1.7;Alpha;DEV;VOC;False;1687;1633
3;2022-03-10 10:48:49;2021-05-03;B.1.621;Mu;DEV;VOI;False;1687;3
3;2022-03-10 10:48:49;2021-05-03;C.37;Lambda;DEV;VOI;False;1687;0
3;2022-03-10 10:48:49;2021-05-03;B.1.1.318;;DEV;VUM;False;1687;0
3;2022-03-10 10:48:49;2021-05-03;C.1.2;;DEV;VUM;False;1687;0
3;2022-03-10 10:48:49;2021-05-03;BA.1;;VOC;VOC;True;1687;0
3;2022-03-10 10:48:49;2021-05-03;BA.2;;VOC;VOC;True;1687;0
3;2022-03-10 10:48:49;2021-05-03;BA.3;;VOC;VOC;True;1687;0
3;2022-03-10 10:48:49;2021-05-10;B.1.351;Beta;VOC;VOC;False;1650;8
3;2022-03-10 10:48:49;2021-05-10;P.1;Gamma;VOC;VOC;False;1650;31
3;2022-03-10 10:48:49;2021-05-10;B.1.617.2;Delta;VOC;VOC;False;1650;11
3;2022-03-10 10:48:49;2021-05-10;B.1.1.529;Omicron;VOC;VOC;False;1650;0
3;2022-03-10 10:48:49;2021-05-10;B.1.640;;VUM;VUM;False;1650;0
3;2022-03-10 10:48:49;2021-05-10;B.1.1.7;Alpha;DEV;VOC;False;1650;1589
3;2022-03-10 10:48:49;2021-05-10;B.1.621;Mu;DEV;VOI;False;1650;3
3;2022-03-10 10:48:49;2021-05-10;C.37;Lambda;DEV;VOI;False;1650;0
3;2022-03-10 10:48:49;2021-05-10;B.1.1.318;;DEV;VUM;False;1650;0
3;2022-03-10 10:48:49;2021-05-10;C.1.2;;DEV;VUM;False;1650;0
3;2022-03-10 10:48:49;2021-05-10;BA.1;;VOC;VOC;True;1650;0
3;2022-03-10 10:48:49;2021-05-10;BA.2;;VOC;VOC;True;1650;0
3;2022-03-10 10:48:49;2021-05-10;BA.3;;VOC;VOC;True;1650;0
3;2022-03-10 10:48:49;2021-05-17;B.1.351;Beta;VOC;VOC;False;1370;3
3;2022-03-10 10:48:49;2021-05-17;P.1;Gamma;VOC;VOC;False;1370;32
3;2022-03-10 10:48:49;2021-05-17;B.1.617.2;Delta;VOC;VOC;False;1370;10
3;2022-03-10 10:48:49;2021-05-17;B.1.1.529;Omicron;VOC;VOC;False;1370;0
3;2022-03-10 10:48:49;2021-05-17;B.1.640;;VUM;VUM;False;1370;0
3;2022-03-10 10:48:49;2021-05-17;B.1.1.7;Alpha;DEV;VOC;False;1370;1316
3;2022-03-10 10:48:49;2021-05-17;B.1.621;Mu;DEV;VOI;False;1370;5
3;2022-03-10 10:48:49;2021-05-17;C.37;Lambda;DEV;VOI;False;1370;0
3;2022-03-10 10:48:49;2021-05-17;B.1.1.318;;DEV;VUM;False;1370;0
3;2022-03-10 10:48:49;2021-05-17;C.1.2;;DEV;VUM;False;1370;0
3;2022-03-10 10:48:49;2021-05-17;BA.1;;VOC;VOC;True;1370;0
3;2022-03-10 10:48:49;2021-05-17;BA.2;;VOC;VOC;True;1370;0
3;2022-03-10 10:48:49;2021-05-17;BA.3;;VOC;VOC;True;1370;0
3;2022-03-10 10:48:49;2021-05-24;B.1.351;Beta;VOC;VOC;False;1323;3
3;2022-03-10 10:48:49;2021-05-24;P.1;Gamma;VOC;VOC;False;1323;16
3;2022-03-10 10:48:49;2021-05-24;B.1.617.2;Delta;VOC;VOC;False;1323;23
3;2022-03-10 10:48:49;2021-05-24;B.1.1.529;Omicron;VOC;VOC;False;1323;0
3;2022-03-10 10:48:49;2021-05-24;B.1.640;;VUM;VUM;False;1323;0
3;2022-03-10 10:48:49;2021-05-24;B.1.1.7;Alpha;DEV;VOC;False;1323;1270
3;2022-03-10 10:48:49;2021-05-24;B.1.621;Mu;DEV;VOI;False;1323;0
3;2022-03-10 10:48:49;2021-05-24;C.37;Lambda;DEV;VOI;False;1323;1
3;2022-03-10 10:48:49;2021-05-24;B.1.1.318;;DEV;VUM;False;1323;1
3;2022-03-10 10:48:49;2021-05-24;C.1.2;;DEV;VUM;False;1323;0
3;2022-03-10 10:48:49;2021-05-24;BA.1;;VOC;VOC;True;1323;0
3;2022-03-10 10:48:49;2021-05-24;BA.2;;VOC;VOC;True;1323;0
3;2022-03-10 10:48:49;2021-05-24;BA.3;;VOC;VOC;True;1323;0
3;2022-03-10 10:48:49;2021-05-31;B.1.351;Beta;VOC;VOC;False;1272;0
3;2022-03-10 10:48:49;2021-05-31;P.1;Gamma;VOC;VOC;False;1272;22
3;2022-03-10 10:48:49;2021-05-31;B.1.617.2;Delta;VOC;VOC;False;1272;48
3;2022-03-10 10:48:49;2021-05-31;B.1.1.529;Omicron;VOC;VOC;False;1272;0
3;2022-03-10 10:48:49;2021-05-31;B.1.640;;VUM;VUM;False;1272;0
3;2022-03-10 10:48:49;2021-05-31;B.1.1.7;Alpha;DEV;VOC;False;1272;1181
3;2022-03-10 10:48:49;2021-05-31;B.1.621;Mu;DEV;VOI;False;1272;4
3;2022-03-10 10:48:49;2021-05-31;C.37;Lambda;DEV;VOI;False;1272;0
3;2022-03-10 10:48:49;2021-05-31;B.1.1.318;;DEV;VUM;False;1272;2
3;2022-03-10 10:48:49;2021-05-31;C.1.2;;DEV;VUM;False;1272;0
3;2022-03-10 10:48:49;2021-05-31;BA.1;;VOC;VOC;True;1272;0
3;2022-03-10 10:48:49;2021-05-31;BA.2;;VOC;VOC;True;1272;0
3;2022-03-10 10:48:49;2021-05-31;BA.3;;VOC;VOC;True;1272;0
3;2022-03-10 10:48:49;2021-06-07;B.1.351;Beta;VOC;VOC;False;1175;1
3;2022-03-10 10:48:49;2021-06-07;P.1;Gamma;VOC;VOC;False;1175;12
3;2022-03-10 10:48:49;2021-06-07;B.1.617.2;Delta;VOC;VOC;False;1175;101
3;2022-03-10 10:48:49;2021-06-07;B.1.1.529;Omicron;VOC;VOC;False;1175;0
3;2022-03-10 10:48:49;2021-06-07;B.1.640;;VUM;VUM;False;1175;0
3;2022-03-10 10:48:49;2021-06-07;B.1.1.7;Alpha;DEV;VOC;False;1175;1037
3;2022-03-10 10:48:49;2021-06-07;B.1.621;Mu;DEV;VOI;False;1175;5
3;2022-03-10 10:48:49;2021-06-07;C.37;Lambda;DEV;VOI;False;1175;0
3;2022-03-10 10:48:49;2021-06-07;B.1.1.318;;DEV;VUM;False;1175;0
3;2022-03-10 10:48:49;2021-06-07;C.1.2;;DEV;VUM;False;1175;0
3;2022-03-10 10:48:49;2021-06-07;BA.1;;VOC;VOC;True;1175;0
3;2022-03-10 10:48:49;2021-06-07;BA.2;;VOC;VOC;True;1175;0
3;2022-03-10 10:48:49;2021-06-07;BA.3;;VOC;VOC;True;1175;0
3;2022-03-10 10:48:49;2021-06-14;B.1.351;Beta;VOC;VOC;False;1039;1
3;2022-03-10 10:48:49;2021-06-14;P.1;Gamma;VOC;VOC;False;1039;16
3;2022-03-10 10:48:49;2021-06-14;B.1.617.2;Delta;VOC;VOC;False;1039;239
3;2022-03-10 10:48:49;2021-06-14;B.1.1.529;Omicron;VOC;VOC;False;1039;0
3;2022-03-10 10:48:49;2021-06-14;B.1.640;;VUM;VUM;False;1039;0
3;2022-03-10 10:48:49;2021-06-14;B.1.1.7;Alpha;DEV;VOC;False;1039;745
3;2022-03-10 10:48:49;2021-06-14;B.1.621;Mu;DEV;VOI;False;1039;9
3;2022-03-10 10:48:49;2021-06-14;C.37;Lambda;DEV;VOI;False;1039;0
3;2022-03-10 10:48:49;2021-06-14;B.1.1.318;;DEV;VUM;False;1039;2
3;2022-03-10 10:48:49;2021-06-14;C.1.2;;DEV;VUM;False;1039;0
3;2022-03-10 10:48:49;2021-06-14;BA.1;;VOC;VOC;True;1039;0
3;2022-03-10 10:48:49;2021-06-14;BA.2;;VOC;VOC;True;1039;0
3;2022-03-10 10:48:49;2021-06-14;BA.3;;VOC;VOC;True;1039;0
3;2022-03-10 10:48:49;2021-06-21;B.1.351;Beta;VOC;VOC;False;679;1
3;2022-03-10 10:48:49;2021-06-21;P.1;Gamma;VOC;VOC;False;679;7
3;2022-03-10 10:48:49;2021-06-21;B.1.617.2;Delta;VOC;VOC;False;679;277
3;2022-03-10 10:48:49;2021-06-21;B.1.1.529;Omicron;VOC;VOC;False;679;0
3;2022-03-10 10:48:49;2021-06-21;B.1.640;;VUM;VUM;False;679;0
3;2022-03-10 10:48:49;2021-06-21;B.1.1.7;Alpha;DEV;VOC;False;679;382
3;2022-03-10 10:48:49;2021-06-21;B.1.621;Mu;DEV;VOI;False;679;3
3;2022-03-10 10:48:49;2021-06-21;C.37;Lambda;DEV;VOI;False;679;1
3;2022-03-10 10:48:49;2021-06-21;B.1.1.318;;DEV;VUM;False;679;2
3;2022-03-10 10:48:49;2021-06-21;C.1.2;;DEV;VUM;False;679;0
3;2022-03-10 10:48:49;2021-06-21;BA.1;;VOC;VOC;True;679;0
3;2022-03-10 10:48:49;2021-06-21;BA.2;;VOC;VOC;True;679;0
3;2022-03-10 10:48:49;2021-06-21;BA.3;;VOC;VOC;True;679;0
3;2022-03-10 10:48:49;2021-06-28;B.1.351;Beta;VOC;VOC;False;929;1
3;2022-03-10 10:48:49;2021-06-28;P.1;Gamma;VOC;VOC;False;929;3
3;2022-03-10 10:48:49;2021-06-28;B.1.617.2;Delta;VOC;VOC;False;929;631
3;2022-03-10 10:48:49;2021-06-28;B.1.1.529;Omicron;VOC;VOC;False;929;0
3;2022-03-10 10:48:49;2021-06-28;B.1.640;;VUM;VUM;False;929;0
3;2022-03-10 10:48:49;2021-06-28;B.1.1.7;Alpha;DEV;VOC;False;929;271
3;2022-03-10 10:48:49;2021-06-28;B.1.621;Mu;DEV;VOI;False;929;5
3;2022-03-10 10:48:49;2021-06-28;C.37;Lambda;DEV;VOI;False;929;1
3;2022-03-10 10:48:49;2021-06-28;B.1.1.318;;DEV;VUM;False;929;0
3;2022-03-10 10:48:49;2021-06-28;C.1.2;;DEV;VUM;False;929;0
3;2022-03-10 10:48:49;2021-06-28;BA.1;;VOC;VOC;True;929;0
3;2022-03-10 10:48:49;2021-06-28;BA.2;;VOC;VOC;True;929;0
3;2022-03-10 10:48:49;2021-06-28;BA.3;;VOC;VOC;True;929;0
3;2022-03-10 10:48:49;2021-07-05;B.1.351;Beta;VOC;VOC;False;2449;0
3;2022-03-10 10:48:49;2021-07-05;P.1;Gamma;VOC;VOC;False;2449;3
3;2022-03-10 10:48:49;2021-07-05;B.1.617.2;Delta;VOC;VOC;False;2449;2093
3;2022-03-10 10:48:49;2021-07-05;B.1.1.529;Omicron;VOC;VOC;False;2449;0
3;2022-03-10 10:48:49;2021-07-05;B.1.640;;VUM;VUM;False;2449;0
3;2022-03-10 10:48:49;2021-07-05;B.1.1.7;Alpha;DEV;VOC;False;2449;336
3;2022-03-10 10:48:49;2021-07-05;B.1.621;Mu;DEV;VOI;False;2449;0
3;2022-03-10 10:48:49;2021-07-05;C.37;Lambda;DEV;VOI;False;2449;8
3;2022-03-10 10:48:49;2021-07-05;B.1.1.318;;DEV;VUM;False;2449;3
3;2022-03-10 10:48:49;2021-07-05;C.1.2;;DEV;VUM;False;2449;0
3;2022-03-10 10:48:49;2021-07-05;BA.1;;VOC;VOC;True;2449;0
3;2022-03-10 10:48:49;2021-07-05;BA.2;;VOC;VOC;True;2449;0
3;2022-03-10 10:48:49;2021-07-05;BA.3;;VOC;VOC;True;2449;0
3;2022-03-10 10:48:49;2021-07-12;B.1.351;Beta;VOC;VOC;False;2236;0
3;2022-03-10 10:48:49;2021-07-12;P.1;Gamma;VOC;VOC;False;2236;2
3;2022-03-10 10:48:49;2021-07-12;B.1.617.2;Delta;VOC;VOC;False;2236;2038
3;2022-03-10 10:48:49;2021-07-12;B.1.1.529;Omicron;VOC;VOC;False;2236;0
3;2022-03-10 10:48:49;2021-07-12;B.1.640;;VUM;VUM;False;2236;0
3;2022-03-10 10:48:49;2021-07-12;B.1.1.7;Alpha;DEV;VOC;False;2236;172
3;2022-03-10 10:48:49;2021-07-12;B.1.621;Mu;DEV;VOI;False;2236;0
3;2022-03-10 10:48:49;2021-07-12;C.37;Lambda;DEV;VOI;False;2236;0
3;2022-03-10 10:48:49;2021-07-12;B.1.1.318;;DEV;VUM;False;2236;1
3;2022-03-10 10:48:49;2021-07-12;C.1.2;;DEV;VUM;False;2236;0
3;2022-03-10 10:48:49;2021-07-12;BA.1;;VOC;VOC;True;2236;0
3;2022-03-10 10:48:49;2021-07-12;BA.2;;VOC;VOC;True;2236;0
3;2022-03-10 10:48:49;2021-07-12;BA.3;;VOC;VOC;True;2236;0
3;2022-03-10 10:48:49;2021-07-19;B.1.351;Beta;VOC;VOC;False;2122;0
3;2022-03-10 10:48:49;2021-07-19;P.1;Gamma;VOC;VOC;False;2122;4
3;2022-03-10 10:48:49;2021-07-19;B.1.617.2;Delta;VOC;VOC;False;2122;2032
3;2022-03-10 10:48:49;2021-07-19;B.1.1.529;Omicron;VOC;VOC;False;2122;0
3;2022-03-10 10:48:49;2021-07-19;B.1.640;;VUM;VUM;False;2122;0
3;2022-03-10 10:48:49;2021-07-19;B.1.1.7;Alpha;DEV;VOC;False;2122;85
3;2022-03-10 10:48:49;2021-07-19;B.1.621;Mu;DEV;VOI;False;2122;0
3;2022-03-10 10:48:49;2021-07-19;C.37;Lambda;DEV;VOI;False;2122;0
3;2022-03-10 10:48:49;2021-07-19;B.1.1.318;;DEV;VUM;False;2122;0
3;2022-03-10 10:48:49;2021-07-19;C.1.2;;DEV;VUM;False;2122;0
3;2022-03-10 10:48:49;2021-07-19;BA.1;;VOC;VOC;True;2122;0
3;2022-03-10 10:48:49;2021-07-19;BA.2;;VOC;VOC;True;2122;0
3;2022-03-10 10:48:49;2021-07-19;BA.3;;VOC;VOC;True;2122;0
3;2022-03-10 10:48:49;2021-07-26;B.1.351;Beta;VOC;VOC;False;1745;0
3;2022-03-10 10:48:49;2021-07-26;P.1;Gamma;VOC;VOC;False;1745;2
3;2022-03-10 10:48:49;2021-07-26;B.1.617.2;Delta;VOC;VOC;False;1745;1688
3;2022-03-10 10:48:49;2021-07-26;B.1.1.529;Omicron;VOC;VOC;False;1745;0
3;2022-03-10 10:48:49;2021-07-26;B.1.640;;VUM;VUM;False;1745;0
3;2022-03-10 10:48:49;2021-07-26;B.1.1.7;Alpha;DEV;VOC;False;1745;52
3;2022-03-10 10:48:49;2021-07-26;B.1.621;Mu;DEV;VOI;False;1745;3
3;2022-03-10 10:48:49;2021-07-26;C.37;Lambda;DEV;VOI;False;1745;0
3;2022-03-10 10:48:49;2021-07-26;B.1.1.318;;DEV;VUM;False;1745;0
3;2022-03-10 10:48:49;2021-07-26;C.1.2;;DEV;VUM;False;1745;0
3;2022-03-10 10:48:49;2021-07-26;BA.1;;VOC;VOC;True;1745;0
3;2022-03-10 10:48:49;2021-07-26;BA.2;;VOC;VOC;True;1745;0
3;2022-03-10 10:48:49;2021-07-26;BA.3;;VOC;VOC;True;1745;0
3;2022-03-10 10:48:49;2021-08-02;B.1.351;Beta;VOC;VOC;False;1499;0
3;2022-03-10 10:48:49;2021-08-02;P.1;Gamma;VOC;VOC;False;1499;1
3;2022-03-10 10:48:49;2021-08-02;B.1.617.2;Delta;VOC;VOC;False;1499;1478
3;2022-03-10 10:48:49;2021-08-02;B.1.1.529;Omicron;VOC;VOC;False;1499;0
3;2022-03-10 10:48:49;2021-08-02;B.1.640;;VUM;VUM;False;1499;0
3;2022-03-10 10:48:49;2021-08-02;B.1.1.7;Alpha;DEV;VOC;False;1499;19
3;2022-03-10 10:48:49;2021-08-02;B.1.621;Mu;DEV;VOI;False;1499;0
3;2022-03-10 10:48:49;2021-08-02;C.37;Lambda;DEV;VOI;False;1499;0
3;2022-03-10 10:48:49;2021-08-02;B.1.1.318;;DEV;VUM;False;1499;0
3;2022-03-10 10:48:49;2021-08-02;C.1.2;;DEV;VUM;False;1499;0
3;2022-03-10 10:48:49;2021-08-02;BA.1;;VOC;VOC;True;1499;0
3;2022-03-10 10:48:49;2021-08-02;BA.2;;VOC;VOC;True;1499;0
3;2022-03-10 10:48:49;2021-08-02;BA.3;;VOC;VOC;True;1499;0
3;2022-03-10 10:48:49;2021-08-09;B.1.351;Beta;VOC;VOC;False;1508;0
3;2022-03-10 10:48:49;2021-08-09;P.1;Gamma;VOC;VOC;False;1508;0
3;2022-03-10 10:48:49;2021-08-09;B.1.617.2;Delta;VOC;VOC;False;1508;1475
3;2022-03-10 10:48:49;2021-08-09;B.1.1.529;Omicron;VOC;VOC;False;1508;0
3;2022-03-10 10:48:49;2021-08-09;B.1.640;;VUM;VUM;False;1508;0
3;2022-03-10 10:48:49;2021-08-09;B.1.1.7;Alpha;DEV;VOC;False;1508;32
3;2022-03-10 10:48:49;2021-08-09;B.1.621;Mu;DEV;VOI;False;1508;1
3;2022-03-10 10:48:49;2021-08-09;C.37;Lambda;DEV;VOI;False;1508;0
3;2022-03-10 10:48:49;2021-08-09;B.1.1.318;;DEV;VUM;False;1508;0
3;2022-03-10 10:48:49;2021-08-09;C.1.2;;DEV;VUM;False;1508;0
3;2022-03-10 10:48:49;2021-08-09;BA.1;;VOC;VOC;True;1508;0
3;2022-03-10 10:48:49;2021-08-09;BA.2;;VOC;VOC;True;1508;0
3;2022-03-10 10:48:49;2021-08-09;BA.3;;VOC;VOC;True;1508;0
3;2022-03-10 10:48:49;2021-08-16;B.1.351;Beta;VOC;VOC;False;1757;0
3;2022-03-10 10:48:49;2021-08-16;P.1;Gamma;VOC;VOC;False;1757;3
3;2022-03-10 10:48:49;2021-08-16;B.1.617.2;Delta;VOC;VOC;False;1757;1748
3;2022-03-10 10:48:49;2021-08-16;B.1.1.529;Omicron;VOC;VOC;False;1757;0
3;2022-03-10 10:48:49;2021-08-16;B.1.640;;VUM;VUM;False;1757;0
3;2022-03-10 10:48:49;2021-08-16;B.1.1.7;Alpha;DEV;VOC;False;1757;6
3;2022-03-10 10:48:49;2021-08-16;B.1.621;Mu;DEV;VOI;False;1757;0
3;2022-03-10 10:48:49;2021-08-16;C.37;Lambda;DEV;VOI;False;1757;0
3;2022-03-10 10:48:49;2021-08-16;B.1.1.318;;DEV;VUM;False;1757;0
3;2022-03-10 10:48:49;2021-08-16;C.1.2;;DEV;VUM;False;1757;0
3;2022-03-10 10:48:49;2021-08-16;BA.1;;VOC;VOC;True;1757;0
3;2022-03-10 10:48:49;2021-08-16;BA.2;;VOC;VOC;True;1757;0
3;2022-03-10 10:48:49;2021-08-16;BA.3;;VOC;VOC;True;1757;0
3;2022-03-10 10:48:49;2021-08-23;B.1.351;Beta;VOC;VOC;False;1672;0
3;2022-03-10 10:48:49;2021-08-23;P.1;Gamma;VOC;VOC;False;1672;1
3;2022-03-10 10:48:49;2021-08-23;B.1.617.2;Delta;VOC;VOC;False;1672;1667
3;2022-03-10 10:48:49;2021-08-23;B.1.1.529;Omicron;VOC;VOC;False;1672;0
3;2022-03-10 10:48:49;2021-08-23;B.1.640;;VUM;VUM;False;1672;0
3;2022-03-10 10:48:49;2021-08-23;B.1.1.7;Alpha;DEV;VOC;False;1672;3
3;2022-03-10 10:48:49;2021-08-23;B.1.621;Mu;DEV;VOI;False;1672;0
3;2022-03-10 10:48:49;2021-08-23;C.37;Lambda;DEV;VOI;False;1672;0
3;2022-03-10 10:48:49;2021-08-23;B.1.1.318;;DEV;VUM;False;1672;0
3;2022-03-10 10:48:49;2021-08-23;C.1.2;;DEV;VUM;False;1672;0
3;2022-03-10 10:48:49;2021-08-23;BA.1;;VOC;VOC;True;1672;0
3;2022-03-10 10:48:49;2021-08-23;BA.2;;VOC;VOC;True;1672;0
3;2022-03-10 10:48:49;2021-08-23;BA.3;;VOC;VOC;True;1672;0
3;2022-03-10 10:48:49;2021-08-30;B.1.351;Beta;VOC;VOC;False;1488;0
3;2022-03-10 10:48:49;2021-08-30;P.1;Gamma;VOC;VOC;False;1488;0
3;2022-03-10 10:48:49;2021-08-30;B.1.617.2;Delta;VOC;VOC;False;1488;1485
3;2022-03-10 10:48:49;2021-08-30;B.1.1.529;Omicron;VOC;VOC;False;1488;0
3;2022-03-10 10:48:49;2021-08-30;B.1.640;;VUM;VUM;False;1488;0
3;2022-03-10 10:48:49;2021-08-30;B.1.1.7;Alpha;DEV;VOC;False;1488;3
3;2022-03-10 10:48:49;2021-08-30;B.1.621;Mu;DEV;VOI;False;1488;0
3;2022-03-10 10:48:49;2021-08-30;C.37;Lambda;DEV;VOI;False;1488;0
3;2022-03-10 10:48:49;2021-08-30;B.1.1.318;;DEV;VUM;False;1488;0
3;2022-03-10 10:48:49;2021-08-30;C.1.2;;DEV;VUM;False;1488;0
3;2022-03-10 10:48:49;2021-08-30;BA.1;;VOC;VOC;True;1488;0
3;2022-03-10 10:48:49;2021-08-30;BA.2;;VOC;VOC;True;1488;0
3;2022-03-10 10:48:49;2021-08-30;BA.3;;VOC;VOC;True;1488;0
3;2022-03-10 10:48:49;2021-09-06;B.1.351;Beta;VOC;VOC;False;1490;0
3;2022-03-10 10:48:49;2021-09-06;P.1;Gamma;VOC;VOC;False;1490;1
3;2022-03-10 10:48:49;2021-09-06;B.1.617.2;Delta;VOC;VOC;False;1490;1487
3;2022-03-10 10:48:49;2021-09-06;B.1.1.529;Omicron;VOC;VOC;False;1490;0
3;2022-03-10 10:48:49;2021-09-06;B.1.640;;VUM;VUM;False;1490;0
3;2022-03-10 10:48:49;2021-09-06;B.1.1.7;Alpha;DEV;VOC;False;1490;2
3;2022-03-10 10:48:49;2021-09-06;B.1.621;Mu;DEV;VOI;False;1490;0
3;2022-03-10 10:48:49;2021-09-06;C.37;Lambda;DEV;VOI;False;1490;0
3;2022-03-10 10:48:49;2021-09-06;B.1.1.318;;DEV;VUM;False;1490;0
3;2022-03-10 10:48:49;2021-09-06;C.1.2;;DEV;VUM;False;1490;0
3;2022-03-10 10:48:49;2021-09-06;BA.1;;VOC;VOC;True;1490;0
3;2022-03-10 10:48:49;2021-09-06;BA.2;;VOC;VOC;True;1490;0
3;2022-03-10 10:48:49;2021-09-06;BA.3;;VOC;VOC;True;1490;0
3;2022-03-10 10:48:49;2021-09-13;B.1.351;Beta;VOC;VOC;False;1490;0
3;2022-03-10 10:48:49;2021-09-13;P.1;Gamma;VOC;VOC;False;1490;0
3;2022-03-10 10:48:49;2021-09-13;B.1.617.2;Delta;VOC;VOC;False;1490;1489
3;2022-03-10 10:48:49;2021-09-13;B.1.1.529;Omicron;VOC;VOC;False;1490;0
3;2022-03-10 10:48:49;2021-09-13;B.1.640;;VUM;VUM;False;1490;0
3;2022-03-10 10:48:49;2021-09-13;B.1.1.7;Alpha;DEV;VOC;False;1490;1
3;2022-03-10 10:48:49;2021-09-13;B.1.621;Mu;DEV;VOI;False;1490;0
3;2022-03-10 10:48:49;2021-09-13;C.37;Lambda;DEV;VOI;False;1490;0
3;2022-03-10 10:48:49;2021-09-13;B.1.1.318;;DEV;VUM;False;1490;0
3;2022-03-10 10:48:49;2021-09-13;C.1.2;;DEV;VUM;False;1490;0
3;2022-03-10 10:48:49;2021-09-13;BA.1;;VOC;VOC;True;1490;0
3;2022-03-10 10:48:49;2021-09-13;BA.2;;VOC;VOC;True;1490;0
3;2022-03-10 10:48:49;2021-09-13;BA.3;;VOC;VOC;True;1490;0
3;2022-03-10 10:48:49;2021-09-20;B.1.351;Beta;VOC;VOC;False;1360;0
3;2022-03-10 10:48:49;2021-09-20;P.1;Gamma;VOC;VOC;False;1360;0
3;2022-03-10 10:48:49;2021-09-20;B.1.617.2;Delta;VOC;VOC;False;1360;1359
3;2022-03-10 10:48:49;2021-09-20;B.1.1.529;Omicron;VOC;VOC;False;1360;0
3;2022-03-10 10:48:49;2021-09-20;B.1.640;;VUM;VUM;False;1360;0
3;2022-03-10 10:48:49;2021-09-20;B.1.1.7;Alpha;DEV;VOC;False;1360;0
3;2022-03-10 10:48:49;2021-09-20;B.1.621;Mu;DEV;VOI;False;1360;0
3;2022-03-10 10:48:49;2021-09-20;C.37;Lambda;DEV;VOI;False;1360;0
3;2022-03-10 10:48:49;2021-09-20;B.1.1.318;;DEV;VUM;False;1360;0
3;2022-03-10 10:48:49;2021-09-20;C.1.2;;DEV;VUM;False;1360;0
3;2022-03-10 10:48:49;2021-09-20;BA.1;;VOC;VOC;True;1360;0
3;2022-03-10 10:48:49;2021-09-20;BA.2;;VOC;VOC;True;1360;0
3;2022-03-10 10:48:49;2021-09-20;BA.3;;VOC;VOC;True;1360;0
3;2022-03-10 10:48:49;2021-09-27;B.1.351;Beta;VOC;VOC;False;1193;0
3;2022-03-10 10:48:49;2021-09-27;P.1;Gamma;VOC;VOC;False;1193;0
3;2022-03-10 10:48:49;2021-09-27;B.1.617.2;Delta;VOC;VOC;False;1193;1192
3;2022-03-10 10:48:49;2021-09-27;B.1.1.529;Omicron;VOC;VOC;False;1193;0
