Version;Date_of_report;Date_of_statistics_week_start;Variant_code;Variant_name;ECDC_category;WHO_category;May_include_samples_listed_before;Sample_size;Variant_cases
3;2022-03-10 10:48:49;2021-09-27;B.1.640;;VUM;VUM;False;1193;0
3;2022-03-10 10:48:49;2021-09-27;B.1.1.7;Alpha;DEV;VOC;False;1193;1
3;2022-03-10 10:48:49;2021-09-27;B.1.621;Mu;DEV;VOI;False;1193;0
3;2022-03-10 10:48:49;2021-09-27;C.37;Lambda;DEV;VOI;False;1193;0
3;2022-03-10 10:48:49;2021-09-27;B.1.1.318;;DEV;VUM;False;1193;0
3;2022-03-10 10:48:49;2021-09-27;C.1.2;;DEV;VUM;False;1193;0
3;2022-03-10 10:48:49;2021-09-27;BA.1;;VOC;VOC;True;1193;0
3;2022-03-10 10:48:49;2021-09-27;BA.2;;VOC;VOC;True;1193;0
3;2022-03-10 10:48:49;2021-09-27;BA.3;;VOC;VOC;True;1193;0
3;2022-03-10 10:48:49;2021-10-04;B.1.351;Beta;VOC;VOC;False;1479;0
3;2022-03-10 10:48:49;2021-10-04;P.1;Gamma;VOC;VOC;False;1479;0
3;2022-03-10 10:48:49;2021-10-04;B.1.617.2;Delta;VOC;VOC;False;1479;1479
3;2022-03-10 10:48:49;2021-10-04;B.1.1.529;Omicron;VOC;VOC;False;1479;0
3;2022-03-10 10:48:49;2021-10-04;B.1.640;;VUM;VUM;False;1479;0
3;2022-03-10 10:48:49;2021-10-04;B.1.1.7;Alpha;DEV;VOC;False;1479;0
3;2022-03-10 10:48:49;2021-10-04;B.1.621;Mu;DEV;VOI;False;1479;0
3;2022-03-10 10:48:49;2021-10-04;C.37;Lambda;DEV;VOI;False;1479;0
3;2022-03-10 10:48:49;2021-10-04;B.1.1.318;;DEV;VUM;False;1479;0
3;2022-03-10 10:48:49;2021-10-04;C.1.2;;DEV;VUM;False;1479;0
3;2022-03-10 10:48:49;2021-10-04;BA.1;;VOC;VOC;True;1479;0
3;2022-03-10 10:48:49;2021-10-04;BA.2;;VOC;VOC;True;1479;0
3;2022-03-10 10:48:49;2021-10-04;BA.3;;VOC;VOC;True;1479;0
3;2022-03-10 10:48:49;2021-10-11;B.1.351;Beta;VOC;VOC;False;1674;0
3;2022-03-10 10:48:49;2021-10-11;P.1;Gamma;VOC;VOC;False;1674;0
3;2022-03-10 10:48:49;2021-10-11;B.1.617.2;Delta;VOC;VOC;False;1674;1674
3;2022-03-10 10:48:49;2021-10-11;B.1.1.529;Omicron;VOC;VOC;False;1674;0
3;2022-03-10 10:48:49;2021-10-11;B.1.640;;VUM;VUM;False;1674;0
3;2022-03-10 10:48:49;2021-10-11;B.1.1.7;Alpha;DEV;VOC;False;1674;0
3;2022-03-10 10:48:49;2021-10-11;B.1.621;Mu;DEV;VOI;False;1674;0
3;2022-03-10 10:48:49;2021-10-11;C.37;Lambda;DEV;VOI;False;1674;0
3;2022-03-10 10:48:49;2021-10-11;B.1.1.318;;DEV;VUM;False;1674;0
3;2022-03-10 10:48:49;2021-10-11;C.1.2;;DEV;VUM;False;1674;0
3;2022-03-10 10:48:49;2021-10-11;BA.1;;VOC;VOC;True;1674;0
3;2022-03-10 10:48:49;2021-10-11;BA.2;;VOC;VOC;True;1674;0
3;2022-03-10 10:48:49;2021-10-11;BA.3;;VOC;VOC;True;1674;0
3;2022-03-10 10:48:49;2021-10-18;B.1.351;Beta;VOC;VOC;False;1514;0
3;2022-03-10 10:48:49;2021-10-18;P.1;Gamma;VOC;VOC;False;1514;0
3;2022-03-10 10:48:49;2021-10-18;B.1.617.2;Delta;VOC;VOC;False;1514;1514
3;2022-03-10 10:48:49;2021-10-18;B.1.1.529;Omicron;VOC;VOC;False;1514;0
3;2022-03-10 10:48:49;2021-10-18;B.1.640;;VUM;VUM;False;1514;0
3;2022-03-10 10:48:49;2021-10-18;B.1.1.7;Alpha;DEV;VOC;False;1514;0
3;2022-03-10 10:48:49;2021-10-18;B.1.621;Mu;DEV;VOI;False;1514;0
3;2022-03-10 10:48:49;2021-10-18;C.37;Lambda;DEV;VOI;False;1514;0
3;2022-03-10 10:48:49;2021-10-18;B.1.1.318;;DEV;VUM;False;1514;0
3;2022-03-10 10:48:49;2021-10-18;C.1.2;;DEV;VUM;False;1514;0
3;2022-03-10 10:48:49;2021-10-18;BA.1;;VOC;VOC;True;1514;0
3;2022-03-10 10:48:49;2021-10-18;BA.2;;VOC;VOC;True;1514;0
3;2022-03-10 10:48:49;2021-10-18;BA.3;;VOC;VOC;True;1514;0
3;2022-03-10 10:48:49;2021-10-25;B.1.351;Beta;VOC;VOC;False;1913;0
3;2022-03-10 10:48:49;2021-10-25;P.1;Gamma;VOC;VOC;False;1913;0
3;2022-03-10 10:48:49;2021-10-25;B.1.617.2;Delta;VOC;VOC;False;1913;1912
3;2022-03-10 10:48:49;2021-10-25;B.1.1.529;Omicron;VOC;VOC;False;1913;0
3;2022-03-10 10:48:49;2021-10-25;B.1.640;;VUM;VUM;False;1913;1
3;2022-03-10 10:48:49;2021-10-25;B.1.1.7;Alpha;DEV;VOC;False;1913;0
3;2022-03-10 10:48:49;2021-10-25;B.1.621;Mu;DEV;VOI;False;1913;0
3;2022-03-10 10:48:49;2021-10-25;C.37;Lambda;DEV;VOI;False;1913;0
3;2022-03-10 10:48:49;2021-10-25;B.1.1.318;;DEV;VUM;False;1913;0
3;2022-03-10 10:48:49;2021-10-25;C.1.2;;DEV;VUM;False;1913;0
3;2022-03-10 10:48:49;2021-10-25;BA.1;;VOC;VOC;True;1913;0
3;2022-03-10 10:48:49;2021-10-25;BA.2;;VOC;VOC;True;1913;0
3;2022-03-10 10:48:49;2021-10-25;BA.3;;VOC;VOC;True;1913;0
3;2022-03-10 10:48:49;2021-11-01;B.1.351;Beta;VOC;VOC;False;1994;0
3;2022-03-10 10:48:49;2021-11-01;P.1;Gamma;VOC;VOC;False;1994;0
3;2022-03-10 10:48:49;2021-11-01;B.1.617.2;Delta;VOC;VOC;False;1994;1994
3;2022-03-10 10:48:49;2021-11-01;B.1.1.529;Omicron;VOC;VOC;False;1994;0
3;2022-03-10 10:48:49;2021-11-01;B.1.640;;VUM;VUM;False;1994;0
3;2022-03-10 10:48:49;2021-11-01;B.1.1.7;Alpha;DEV;VOC;False;1994;0
3;2022-03-10 10:48:49;2021-11-01;B.1.621;Mu;DEV;VOI;False;1994;0
3;2022-03-10 10:48:49;2021-11-01;C.37;Lambda;DEV;VOI;False;1994;0
3;2022-03-10 10:48:49;2021-11-01;B.1.1.318;;DEV;VUM;False;1994;0
3;2022-03-10 10:48:49;2021-11-01;C.1.2;;DEV;VUM;False;1994;0
3;2022-03-10 10:48:49;2021-11-01;BA.1;;VOC;VOC;True;1994;0
3;2022-03-10 10:48:49;2021-11-01;BA.2;;VOC;VOC;True;1994;0
3;2022-03-10 10:48:49;2021-11-01;BA.3;;VOC;VOC;True;1994;0
3;2022-03-10 10:48:49;2021-11-08;B.1.351;Beta;VOC;VOC;False;1804;0
3;2022-03-10 10:48:49;2021-11-08;P.1;Gamma;VOC;VOC;False;1804;0
3;2022-03-10 10:48:49;2021-11-08;B.1.617.2;Delta;VOC;VOC;False;1804;1804
3;2022-03-10 10:48:49;2021-11-08;B.1.1.529;Omicron;VOC;VOC;False;1804;0
3;2022-03-10 10:48:49;2021-11-08;B.1.640;;VUM;VUM;False;1804;0
3;2022-03-10 10:48:49;2021-11-08;B.1.1.7;Alpha;DEV;VOC;False;1804;0
3;2022-03-10 10:48:49;2021-11-08;B.1.621;Mu;DEV;VOI;False;1804;0
3;2022-03-10 10:48:49;2021-11-08;C.37;Lambda;DEV;VOI;False;1804;0
3;2022-03-10 10:48:49;2021-11-08;B.1.1.318;;DEV;VUM;False;1804;0
3;2022-03-10 10:48:49;2021-11-08;C.1.2;;DEV;VUM;False;1804;0
3;2022-03-10 10:48:49;2021-11-08;BA.1;;VOC;VOC;True;1804;0
3;2022-03-10 10:48:49;2021-11-08;BA.2;;VOC;VOC;True;1804;0
3;2022-03-10 10:48:49;2021-11-08;BA.3;;VOC;VOC;True;1804;0
3;2022-03-10 10:48:49;2021-11-15;B.1.351;Beta;VOC;VOC;False;1895;0
3;2022-03-10 10:48:49;2021-11-15;P.1;Gamma;VOC;VOC;False;1895;0
3;2022-03-10 10:48:49;2021-11-15;B.1.617.2;Delta;VOC;VOC;False;1895;1895
3;2022-03-10 10:48:49;2021-11-15;B.1.1.529;Omicron;VOC;VOC;False;1895;0
3;2022-03-10 10:48:49;2021-11-15;B.1.640;;VUM;VUM;False;1895;0
3;2022-03-10 10:48:49;2021-11-15;B.1.1.7;Alpha;DEV;VOC;False;1895;0
3;2022-03-10 10:48:49;2021-11-15;B.1.621;Mu;DEV;VOI;False;1895;0
3;2022-03-10 10:48:49;2021-11-15;C.37;Lambda;DEV;VOI;False;1895;0
3;2022-03-10 10:48:49;2021-11-15;B.1.1.318;;DEV;VUM;False;1895;0
3;2022-03-10 10:48:49;2021-11-15;C.1.2;;DEV;VUM;False;1895;0
3;2022-03-10 10:48:49;2021-11-15;BA.1;;VOC;VOC;True;1895;0
3;2022-03-10 10:48:49;2021-11-15;BA.2;;VOC;VOC;True;1895;0
3;2022-03-10 10:48:49;2021-11-15;BA.3;;VOC;VOC;True;1895;0
3;2022-03-10 10:48:49;2021-11-22;B.1.351;Beta;VOC;VOC;False;1927;0
3;2022-03-10 10:48:49;2021-11-22;P.1;Gamma;VOC;VOC;False;1927;0
3;2022-03-10 10:48:49;2021-11-22;B.1.617.2;Delta;VOC;VOC;False;1927;1923
3;2022-03-10 10:48:49;2021-11-22;B.1.1.529;Omicron;VOC;VOC;False;1927;4
3;2022-03-10 10:48:49;2021-11-22;B.1.640;;VUM;VUM;False;1927;0
3;2022-03-10 10:48:49;2021-11-22;B.1.1.7;Alpha;DEV;VOC;False;1927;0
3;2022-03-10 10:48:49;2021-11-22;B.1.621;Mu;DEV;VOI;False;1927;0
3;2022-03-10 10:48:49;2021-11-22;C.37;Lambda;DEV;VOI;False;1927;0
3;2022-03-10 10:48:49;2021-11-22;B.1.1.318;;DEV;VUM;False;1927;0
3;2022-03-10 10:48:49;2021-11-22;C.1.2;;DEV;VUM;False;1927;0
3;2022-03-10 10:48:49;2021-11-22;BA.1;;VOC;VOC;True;1927;4
3;2022-03-10 10:48:49;2021-11-22;BA.2;;VOC;VOC;True;1927;0
3;2022-03-10 10:48:49;2021-11-22;BA.3;;VOC;VOC;True;1927;0
3;2022-03-10 10:48:49;2021-11-29;B.1.351;Beta;VOC;VOC;False;1899;0
3;2022-03-10 10:48:49;2021-11-29;P.1;Gamma;VOC;VOC;False;1899;0
3;2022-03-10 10:48:49;2021-11-29;B.1.617.2;Delta;VOC;VOC;False;1899;1888
3;2022-03-10 10:48:49;2021-11-29;B.1.1.529;Omicron;VOC;VOC;False;1899;11
3;2022-03-10 10:48:49;2021-11-29;B.1.640;;VUM;VUM;False;1899;0
3;2022-03-10 10:48:49;2021-11-29;B.1.1.7;Alpha;DEV;VOC;False;1899;0
3;2022-03-10 10:48:49;2021-11-29;B.1.621;Mu;DEV;VOI;False;1899;0
3;2022-03-10 10:48:49;2021-11-29;C.37;Lambda;DEV;VOI;False;1899;0
3;2022-03-10 10:48:49;2021-11-29;B.1.1.318;;DEV;VUM;False;1899;0
3;2022-03-10 10:48:49;2021-11-29;C.1.2;;DEV;VUM;False;1899;0
3;2022-03-10 10:48:49;2021-11-29;BA.1;;VOC;VOC;True;1899;11
3;2022-03-10 10:48:49;2021-11-29;BA.2;;VOC;VOC;True;1899;0
3;2022-03-10 10:48:49;2021-11-29;BA.3;;VOC;VOC;True;1899;0
3;2022-03-10 10:48:49;2021-12-06;B.1.351;Beta;VOC;VOC;False;1880;0
3;2022-03-10 10:48:49;2021-12-06;P.1;Gamma;VOC;VOC;False;1880;0
3;2022-03-10 10:48:49;2021-12-06;B.1.617.2;Delta;VOC;VOC;False;1880;1851
3;2022-03-10 10:48:49;2021-12-06;B.1.1.529;Omicron;VOC;VOC;False;1880;28
3;2022-03-10 10:48:49;2021-12-06;B.1.640;;VUM;VUM;False;1880;0
3;2022-03-10 10:48:49;2021-12-06;B.1.1.7;Alpha;DEV;VOC;False;1880;0
3;2022-03-10 10:48:49;2021-12-06;B.1.621;Mu;DEV;VOI;False;1880;0
3;2022-03-10 10:48:49;2021-12-06;C.37;Lambda;DEV;VOI;False;1880;0
3;2022-03-10 10:48:49;2021-12-06;B.1.1.318;;DEV;VUM;False;1880;0
3;2022-03-10 10:48:49;2021-12-06;C.1.2;;DEV;VUM;False;1880;0
3;2022-03-10 10:48:49;2021-12-06;BA.1;;VOC;VOC;True;1880;28
3;2022-03-10 10:48:49;2021-12-06;BA.2;;VOC;VOC;True;1880;0
3;2022-03-10 10:48:49;2021-12-06;BA.3;;VOC;VOC;True;1880;0
3;2022-03-10 10:48:49;2021-12-13;B.1.351;Beta;VOC;VOC;False;1864;0
3;2022-03-10 10:48:49;2021-12-13;P.1;Gamma;VOC;VOC;False;1864;0
3;2022-03-10 10:48:49;2021-12-13;B.1.617.2;Delta;VOC;VOC;False;1864;1695
3;2022-03-10 10:48:49;2021-12-13;B.1.1.529;Omicron;VOC;VOC;False;1864;168
3;2022-03-10 10:48:49;2021-12-13;B.1.640;;VUM;VUM;False;1864;0
3;2022-03-10 10:48:49;2021-12-13;B.1.1.7;Alpha;DEV;VOC;False;1864;0
3;2022-03-10 10:48:49;2021-12-13;B.1.621;Mu;DEV;VOI;False;1864;0
3;2022-03-10 10:48:49;2021-12-13;C.37;Lambda;DEV;VOI;False;1864;0
3;2022-03-10 10:48:49;2021-12-13;B.1.1.318;;DEV;VUM;False;1864;0
3;2022-03-10 10:48:49;2021-12-13;C.1.2;;DEV;VUM;False;1864;0
3;2022-03-10 10:48:49;2021-12-13;BA.1;;VOC;VOC;True;1864;168
3;2022-03-10 10:48:49;2021-12-13;BA.2;;VOC;VOC;True;1864;0
3;2022-03-10 10:48:49;2021-12-13;BA.3;;VOC;VOC;True;1864;0
3;2022-03-10 10:48:49;2021-12-20;B.1.351;Beta;VOC;VOC;False;1621;0
3;2022-03-10 10:48:49;2021-12-20;P.1;Gamma;VOC;VOC;False;1621;0
3;2022-03-10 10:48:49;2021-12-20;B.1.617.2;Delta;VOC;VOC;False;1621;1157
3;2022-03-10 10:48:49;2021-12-20;B.1.1.529;Omicron;VOC;VOC;False;1621;463
3;2022-03-10 10:48:49;2021-12-20;B.1.640;;VUM;VUM;False;1621;0
3;2022-03-10 10:48:49;2021-12-20;B.1.1.7;Alpha;DEV;VOC;False;1621;0
3;2022-03-10 10:48:49;2021-12-20;B.1.621;Mu;DEV;VOI;False;1621;0
3;2022-03-10 10:48:49;2021-12-20;C.37;Lambda;DEV;VOI;False;1621;0
3;2022-03-10 10:48:49;2021-12-20;B.1.1.318;;DEV;VUM;False;1621;0
3;2022-03-10 10:48:49;2021-12-20;C.1.2;;DEV;VUM;False;1621;0
3;2022-03-10 10:48:49;2021-12-20;BA.1;;VOC;VOC;True;1621;462
3;2022-03-10 10:48:49;2021-12-20;BA.2;;VOC;VOC;True;1621;1
3;2022-03-10 10:48:49;2021-12-20;BA.3;;VOC;VOC;True;1621;0
3;2022-03-10 10:48:49;2021-12-27;B.1.351;Beta;VOC;VOC;False;1846;0
3;2022-03-10 10:48:49;2021-12-27;P.1;Gamma;VOC;VOC;False;1846;0
3;2022-03-10 10:48:49;2021-12-27;B.1.617.2;Delta;VOC;VOC;False;1846;648
3;2022-03-10 10:48:49;2021-12-27;B.1.1.529;Omicron;VOC;VOC;False;1846;1198
3;2022-03-10 10:48:49;2021-12-27;B.1.640;;VUM;VUM;False;1846;0
3;2022-03-10 10:48:49;2021-12-27;B.1.1.7;Alpha;DEV;VOC;False;1846;0
3;2022-03-10 10:48:49;2021-12-27;B.1.621;Mu;DEV;VOI;False;1846;0
3;2022-03-10 10:48:49;2021-12-27;C.37;Lambda;DEV;VOI;False;1846;0
3;2022-03-10 10:48:49;2021-12-27;B.1.1.318;;DEV;VUM;False;1846;0
3;2022-03-10 10:48:49;2021-12-27;C.1.2;;DEV;VUM;False;1846;0
3;2022-03-10 10:48:49;2021-12-27;BA.1;;VOC;VOC;True;1846;1194
3;2022-03-10 10:48:49;2021-12-27;BA.2;;VOC;VOC;True;1846;4
3;2022-03-10 10:48:49;2021-12-27;BA.3;;VOC;VOC;True;1846;0
3;2022-03-10 10:48:49;2022-01-03;B.1.351;Beta;VOC;VOC;False;2079;0
3;2022-03-10 10:48:49;2022-01-03;P.1;Gamma;VOC;VOC;False;2079;0
3;2022-03-10 10:48:49;2022-01-03;B.1.617.2;Delta;VOC;VOC;False;2079;263
3;2022-03-10 10:48:49;2022-01-03;B.1.1.529;Omicron;VOC;VOC;False;2079;1816
3;2022-03-10 10:48:49;2022-01-03;B.1.640;;VUM;VUM;False;2079;0
3;2022-03-10 10:48:49;2022-01-03;B.1.1.7;Alpha;DEV;VOC;False;2079;0
3;2022-03-10 10:48:49;2022-01-03;B.1.621;Mu;DEV;VOI;False;2079;0
3;2022-03-10 10:48:49;2022-01-03;C.37;Lambda;DEV;VOI;False;2079;0
3;2022-03-10 10:48:49;2022-01-03;B.1.1.318;;DEV;VUM;False;2079;0
3;2022-03-10 10:48:49;2022-01-03;C.1.2;;DEV;VUM;False;2079;0
3;2022-03-10 10:48:49;2022-01-03;BA.1;;VOC;VOC;True;2079;1805
3;2022-03-10 10:48:49;2022-01-03;BA.2;;VOC;VOC;True;2079;11
3;2022-03-10 10:48:49;2022-01-03;BA.3;;VOC;VOC;True;2079;0
3;2022-03-10 10:48:49;2022-01-10;B.1.351;Beta;VOC;VOC;False;2001;0
3;2022-03-10 10:48:49;2022-01-10;P.1;Gamma;VOC;VOC;False;2001;0
3;2022-03-10 10:48:49;2022-01-10;B.1.617.2;Delta;VOC;VOC;False;2001;105
3;2022-03-10 10:48:49;2022-01-10;B.1.1.529;Omicron;VOC;VOC;False;2001;1896
3;2022-03-10 10:48:49;2022-01-10;B.1.640;;VUM;VUM;False;2001;0
3;2022-03-10 10:48:49;2022-01-10;B.1.1.7;Alpha;DEV;VOC;False;2001;0
3;2022-03-10 10:48:49;2022-01-10;B.1.621;Mu;DEV;VOI;False;2001;0
3;2022-03-10 10:48:49;2022-01-10;C.37;Lambda;DEV;VOI;False;2001;0
3;2022-03-10 10:48:49;2022-01-10;B.1.1.318;;DEV;VUM;False;2001;0
3;2022-03-10 10:48:49;2022-01-10;C.1.2;;DEV;VUM;False;2001;0
3;2022-03-10 10:48:49;2022-01-10;BA.1;;VOC;VOC;True;2001;1836
3;2022-03-10 10:48:49;2022-01-10;BA.2;;VOC;VOC;True;2001;60
3;2022-03-10 10:48:49;2022-01-10;BA.3;;VOC;VOC;True;2001;0
3;2022-03-10 10:48:49;2022-01-17;B.1.351;Beta;VOC;VOC;False;2142;0
3;2022-03-10 10:48:49;2022-01-17;P.1;Gamma;VOC;VOC;False;2142;0
3;2022-03-10 10:48:49;2022-01-17;B.1.617.2;Delta;VOC;VOC;False;2142;38
3;2022-03-10 10:48:49;2022-01-17;B.1.1.529;Omicron;VOC;VOC;False;2142;2100
3;2022-03-10 10:48:49;2022-01-17;B.1.640;;VUM;VUM;False;2142;0
3;2022-03-10 10:48:49;2022-01-17;B.1.1.7;Alpha;DEV;VOC;False;2142;0
3;2022-03-10 10:48:49;2022-01-17;B.1.621;Mu;DEV;VOI;False;2142;0
3;2022-03-10 10:48:49;2022-01-17;C.37;Lambda;DEV;VOI;False;2142;0
3;2022-03-10 10:48:49;2022-01-17;B.1.1.318;;DEV;VUM;False;2142;0
3;2022-03-10 10:48:49;2022-01-17;C.1.2;;DEV;VUM;False;2142;0
3;2022-03-10 10:48:49;2022-01-17;BA.1;;VOC;VOC;True;2142;2014
3;2022-03-10 10:48:49;2022-01-17;BA.2;;VOC;VOC;True;2142;86
3;2022-03-10 10:48:49;2022-01-17;BA.3;;VOC;VOC;True;2142;0
3;2022-03-10 10:48:49;2022-01-24;B.1.351;Beta;VOC;VOC;False;1670;0
3;2022-03-10 10:48:49;2022-01-24;P.1;Gamma;VOC;VOC;False;1670;0
3;2022-03-10 10:48:49;2022-01-24;B.1.617.2;Delta;VOC;VOC;False;1670;20
3;2022-03-10 10:48:49;2022-01-24;B.1.1.529;Omicron;VOC;VOC;False;1670;1649
3;2022-03-10 10:48:49;2022-01-24;B.1.640;;VUM;VUM;False;1670;0
3;2022-03-10 10:48:49;2022-01-24;B.1.1.7;Alpha;DEV;VOC;False;1670;0
3;2022-03-10 10:48:49;2022-01-24;B.1.621;Mu;DEV;VOI;False;1670;0
3;2022-03-10 10:48:49;2022-01-24;C.37;Lambda;DEV;VOI;False;1670;0
3;2022-03-10 10:48:49;2022-01-24;B.1.1.318;;DEV;VUM;False;1670;0
3;2022-03-10 10:48:49;2022-01-24;C.1.2;;DEV;VUM;False;1670;0
3;2022-03-10 10:48:49;2022-01-24;BA.1;;VOC;VOC;True;1670;1516
3;2022-03-10 10:48:49;2022-01-24;BA.2;;VOC;VOC;True;1670;133
3;2022-03-10 10:48:49;2022-01-24;BA.3;;VOC;VOC;True;1670;0
3;2022-03-10 10:48:49;2022-01-31;B.1.351;Beta;VOC;VOC;False;1899;0
3;2022-03-10 10:48:49;2022-01-31;P.1;Gamma;VOC;VOC;False;1899;0
3;2022-03-10 10:48:49;2022-01-31;B.1.617.2;Delta;VOC;VOC;False;1899;10
3;2022-03-10 10:48:49;2022-01-31;B.1.1.529;Omicron;VOC;VOC;False;1899;1880
3;2022-03-10 10:48:49;2022-01-31;B.1.640;;VUM;VUM;False;1899;0
3;2022-03-10 10:48:49;2022-01-31;B.1.1.7;Alpha;DEV;VOC;False;1899;0
3;2022-03-10 10:48:49;2022-01-31;B.1.621;Mu;DEV;VOI;False;1899;0
3;2022-03-10 10:48:49;2022-01-31;C.37;Lambda;DEV;VOI;False;1899;0
3;2022-03-10 10:48:49;2022-01-31;B.1.1.318;;DEV;VUM;False;1899;0
3;2022-03-10 10:48:49;2022-01-31;C.1.2;;DEV;VUM;False;1899;0
3;2022-03-10 10:48:49;2022-01-31;BA.1;;VOC;VOC;True;1899;1561
3;2022-03-10 10:48:49;2022-01-31;BA.2;;VOC;VOC;True;1899;319
3;2022-03-10 10:48:49;2022-01-31;BA.3;;VOC;VOC;True;1899;0
3;2022-03-10 10:48:49;2022-02-07;B.1.351;Beta;VOC;VOC;False;1732;0
3;2022-03-10 10:48:49;2022-02-07;P.1;Gamma;VOC;VOC;False;1732;0
3;2022-03-10 10:48:49;2022-02-07;B.1.617.2;Delta;VOC;VOC;False;1732;1
3;2022-03-10 10:48:49;2022-02-07;B.1.1.529;Omicron;VOC;VOC;False;1732;1720
3;2022-03-10 10:48:49;2022-02-07;B.1.640;;VUM;VUM;False;1732;0
3;2022-03-10 10:48:49;2022-02-07;B.1.1.7;Alpha;DEV;VOC;False;1732;0
3;2022-03-10 10:48:49;2022-02-07;B.1.621;Mu;DEV;VOI;False;1732;0
3;2022-03-10 10:48:49;2022-02-07;C.37;Lambda;DEV;VOI;False;1732;0
3;2022-03-10 10:48:49;2022-02-07;B.1.1.318;;DEV;VUM;False;1732;0
3;2022-03-10 10:48:49;2022-02-07;C.1.2;;DEV;VUM;False;1732;0
3;2022-03-10 10:48:49;2022-02-07;BA.1;;VOC;VOC;True;1732;1308
3;2022-03-10 10:48:49;2022-02-07;BA.2;;VOC;VOC;True;1732;412
3;2022-03-10 10:48:49;2022-02-07;BA.3;;VOC;VOC;True;1732;0
3;2022-03-10 10:48:49;2022-02-14;B.1.351;Beta;VOC;VOC;False;1541;0
3;2022-03-10 10:48:49;2022-02-14;P.1;Gamma;VOC;VOC;False;1541;0
3;2022-03-10 10:48:49;2022-02-14;B.1.617.2;Delta;VOC;VOC;False;1541;1
3;2022-03-10 10:48:49;2022-02-14;B.1.1.529;Omicron;VOC;VOC;False;1541;1531
3;2022-03-10 10:48:49;2022-02-14;B.1.640;;VUM;VUM;False;1541;0
3;2022-03-10 10:48:49;2022-02-14;B.1.1.7;Alpha;DEV;VOC;False;1541;0
3;2022-03-10 10:48:49;2022-02-14;B.1.621;Mu;DEV;VOI;False;1541;0
3;2022-03-10 10:48:49;2022-02-14;C.37;Lambda;DEV;VOI;False;1541;0
3;2022-03-10 10:48:49;2022-02-14;B.1.1.318;;DEV;VUM;False;1541;0
3;2022-03-10 10:48:49;2022-02-14;C.1.2;;DEV;VUM;False;1541;0
3;2022-03-10 10:48:49;2022-02-14;BA.1;;VOC;VOC;True;1541;960
3;2022-03-10 10:48:49;2022-02-14;BA.2;;VOC;VOC;True;1541;571
3;2022-03-10 10:48:49;2022-02-14;BA.3;;VOC;VOC;True;1541;0
3;2022-03-10 10:48:49;2022-02-21;B.1.351;Beta;VOC;VOC;False;898;0
3;2022-03-10 10:48:49;2022-02-21;P.1;Gamma;VOC;VOC;False;898;0
3;2022-03-10 10:48:49;2022-02-21;B.1.617.2;Delta;VOC;VOC;False;898;0
3;2022-03-10 10:48:49;2022-02-21;B.1.1.529;Omicron;VOC;VOC;False;898;896
3;2022-03-10 10:48:49;2022-02-21;B.1.640;;VUM;VUM;False;898;0
3;2022-03-10 10:48:49;2022-02-21;B.1.1.7;Alpha;DEV;VOC;False;898;0
3;2022-03-10 10:48:49;2022-02-21;B.1.621;Mu;DEV;VOI;False;898;0
3;2022-03-10 10:48:49;2022-02-21;C.37;Lambda;DEV;VOI;False;898;0
3;2022-03-10 10:48:49;2022-02-21;B.1.1.318;;DEV;VUM;False;898;0
3;2022-03-10 10:48:49;2022-02-21;C.1.2;;DEV;VUM;False;898;0
3;2022-03-10 10:48:49;2022-02-21;BA.1;;VOC;VOC;True;898;427
3;2022-03-10 10:48:49;2022-02-21;BA.2;;VOC;VOC;True;898;469
3;2022-03-10 10:48:49;2022-02-21;BA.3;;VOC;VOC;True;898;0
