Version;Date_of_report;Date_of_statistics_week_start;Variant_code;Variant_name;ECDC_category;WHO_category;Is_subvariant_of;Sample_size;Variant_cases
4;2022-08-30 00:33:11;2021-03-29;B.1.1.7;Alpha;DEV;;;1727;1635
4;2022-08-30 00:33:11;2021-03-29;B.1.621;Mu;DEV;;;1727;0
4;2022-08-30 00:33:11;2021-03-29;C.37;Lambda;DEV;;;1727;0
4;2022-08-30 00:33:11;2021-04-05;B.1.1.529;Omicron;;VOC;;1532;0
4;2022-08-30 00:33:11;2021-04-05;BA.1;Omicron;VOC;;B.1.1.529;1532;0
4;2022-08-30 00:33:11;2021-04-05;BA.2;Omicron;VOC;;B.1.1.529;1532;0
4;2022-08-30 00:33:11;2021-04-05;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1532;0
4;2022-08-30 00:33:11;2021-04-05;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1532;0
4;2022-08-30 00:33:11;2021-04-05;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1532;0
4;2022-08-30 00:33:11;2021-04-05;BA.2+S:L452X;Omicron;VOI;;BA.2;1532;0
4;2022-08-30 00:33:11;2021-04-05;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1532;0
4;2022-08-30 00:33:11;2021-04-05;BA.3;Omicron;VUM;;B.1.1.529;1532;0
4;2022-08-30 00:33:11;2021-04-05;B.1.617.2;Delta;DEV;;;1532;0
4;2022-08-30 00:33:11;2021-04-05;B.1.351;Beta;DEV;;;1532;28
4;2022-08-30 00:33:11;2021-04-05;P.1;Gamma;DEV;;;1532;23
4;2022-08-30 00:33:11;2021-04-05;B.1.1.7;Alpha;DEV;;;1532;1461
4;2022-08-30 00:33:11;2021-04-05;B.1.621;Mu;DEV;;;1532;1
4;2022-08-30 00:33:11;2021-04-05;C.37;Lambda;DEV;;;1532;0
4;2022-08-30 00:33:11;2021-04-12;B.1.1.529;Omicron;;VOC;;1677;0
4;2022-08-30 00:33:11;2021-04-12;BA.1;Omicron;VOC;;B.1.1.529;1677;0
4;2022-08-30 00:33:11;2021-04-12;BA.2;Omicron;VOC;;B.1.1.529;1677;0
4;2022-08-30 00:33:11;2021-04-12;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1677;0
4;2022-08-30 00:33:11;2021-04-12;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1677;0
4;2022-08-30 00:33:11;2021-04-12;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1677;0
4;2022-08-30 00:33:11;2021-04-12;BA.2+S:L452X;Omicron;VOI;;BA.2;1677;0
4;2022-08-30 00:33:11;2021-04-12;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1677;0
4;2022-08-30 00:33:11;2021-04-12;BA.3;Omicron;VUM;;B.1.1.529;1677;0
4;2022-08-30 00:33:11;2021-04-12;B.1.617.2;Delta;DEV;;;1677;1
4;2022-08-30 00:33:11;2021-04-12;B.1.351;Beta;DEV;;;1677;20
4;2022-08-30 00:33:11;2021-04-12;P.1;Gamma;DEV;;;1677;21
4;2022-08-30 00:33:11;2021-04-12;B.1.1.7;Alpha;DEV;;;1677;1621
4;2022-08-30 00:33:11;2021-04-12;B.1.621;Mu;DEV;;;1677;1
4;2022-08-30 00:33:11;2021-04-12;C.37;Lambda;DEV;;;1677;0
4;2022-08-30 00:33:11;2021-04-19;B.1.1.529;Omicron;;VOC;;1593;0
4;2022-08-30 00:33:11;2021-04-19;BA.1;Omicron;VOC;;B.1.1.529;1593;0
4;2022-08-30 00:33:11;2021-04-19;BA.2;Omicron;VOC;;B.1.1.529;1593;0
4;2022-08-30 00:33:11;2021-04-19;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1593;0
4;2022-08-30 00:33:11;2021-04-19;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1593;0
4;2022-08-30 00:33:11;2021-04-19;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1593;0
4;2022-08-30 00:33:11;2021-04-19;BA.2+S:L452X;Omicron;VOI;;BA.2;1593;0
4;2022-08-30 00:33:11;2021-04-19;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1593;0
4;2022-08-30 00:33:11;2021-04-19;BA.3;Omicron;VUM;;B.1.1.529;1593;0
4;2022-08-30 00:33:11;2021-04-19;B.1.617.2;Delta;DEV;;;1593;2
4;2022-08-30 00:33:11;2021-04-19;B.1.351;Beta;DEV;;;1593;18
4;2022-08-30 00:33:11;2021-04-19;P.1;Gamma;DEV;;;1593;28
4;2022-08-30 00:33:11;2021-04-19;B.1.1.7;Alpha;DEV;;;1593;1532
4;2022-08-30 00:33:11;2021-04-19;B.1.621;Mu;DEV;;;1593;2
4;2022-08-30 00:33:11;2021-04-19;C.37;Lambda;DEV;;;1593;0
4;2022-08-30 00:33:11;2021-04-26;B.1.1.529;Omicron;;VOC;;1691;0
4;2022-08-30 00:33:11;2021-04-26;BA.1;Omicron;VOC;;B.1.1.529;1691;0
4;2022-08-30 00:33:11;2021-04-26;BA.2;Omicron;VOC;;B.1.1.529;1691;0
4;2022-08-30 00:33:11;2021-04-26;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1691;0
4;2022-08-30 00:33:11;2021-04-26;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1691;0
4;2022-08-30 00:33:11;2021-04-26;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1691;0
4;2022-08-30 00:33:11;2021-04-26;BA.2+S:L452X;Omicron;VOI;;BA.2;1691;0
4;2022-08-30 00:33:11;2021-04-26;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1691;0
4;2022-08-30 00:33:11;2021-04-26;BA.3;Omicron;VUM;;B.1.1.529;1691;0
4;2022-08-30 00:33:11;2021-04-26;B.1.617.2;Delta;DEV;;;1691;4
4;2022-08-30 00:33:11;2021-04-26;B.1.351;Beta;DEV;;;1691;7
4;2022-08-30 00:33:11;2021-04-26;P.1;Gamma;DEV;;;1691;28
4;2022-08-30 00:33:11;2021-04-26;B.1.1.7;Alpha;DEV;;;1691;1643
4;2022-08-30 00:33:11;2021-04-26;B.1.621;Mu;DEV;;;1691;1
4;2022-08-30 00:33:11;2021-04-26;C.37;Lambda;DEV;;;1691;0
4;2022-08-30 00:33:11;2021-05-03;B.1.1.529;Omicron;;VOC;;1687;0
4;2022-08-30 00:33:11;2021-05-03;BA.1;Omicron;VOC;;B.1.1.529;1687;0
4;2022-08-30 00:33:11;2021-05-03;BA.2;Omicron;VOC;;B.1.1.529;1687;0
4;2022-08-30 00:33:11;2021-05-03;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1687;0
4;2022-08-30 00:33:11;2021-05-03;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1687;0
4;2022-08-30 00:33:11;2021-05-03;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1687;0
4;2022-08-30 00:33:11;2021-05-03;BA.2+S:L452X;Omicron;VOI;;BA.2;1687;0
4;2022-08-30 00:33:11;2021-05-03;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1687;0
4;2022-08-30 00:33:11;2021-05-03;BA.3;Omicron;VUM;;B.1.1.529;1687;0
4;2022-08-30 00:33:11;2021-05-03;B.1.617.2;Delta;DEV;;;1687;1
4;2022-08-30 00:33:11;2021-05-03;B.1.351;Beta;DEV;;;1687;12
4;2022-08-30 00:33:11;2021-05-03;P.1;Gamma;DEV;;;1687;36
4;2022-08-30 00:33:11;2021-05-03;B.1.1.7;Alpha;DEV;;;1687;1633
4;2022-08-30 00:33:11;2021-05-03;B.1.621;Mu;DEV;;;1687;3
4;2022-08-30 00:33:11;2021-05-03;C.37;Lambda;DEV;;;1687;0
4;2022-08-30 00:33:11;2021-05-10;B.1.1.529;Omicron;;VOC;;1650;0
4;2022-08-30 00:33:11;2021-05-10;BA.1;Omicron;VOC;;B.1.1.529;1650;0
4;2022-08-30 00:33:11;2021-05-10;BA.2;Omicron;VOC;;B.1.1.529;1650;0
4;2022-08-30 00:33:11;2021-05-10;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1650;0
4;2022-08-30 00:33:11;2021-05-10;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1650;0
4;2022-08-30 00:33:11;2021-05-10;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1650;0
4;2022-08-30 00:33:11;2021-05-10;BA.2+S:L452X;Omicron;VOI;;BA.2;1650;0
4;2022-08-30 00:33:11;2021-05-10;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1650;0
4;2022-08-30 00:33:11;2021-05-10;BA.3;Omicron;VUM;;B.1.1.529;1650;0
4;2022-08-30 00:33:11;2021-05-10;B.1.617.2;Delta;DEV;;;1650;11
4;2022-08-30 00:33:11;2021-05-10;B.1.351;Beta;DEV;;;1650;8
4;2022-08-30 00:33:11;2021-05-10;P.1;Gamma;DEV;;;1650;31
4;2022-08-30 00:33:11;2021-05-10;B.1.1.7;Alpha;DEV;;;1650;1589
4;2022-08-30 00:33:11;2021-05-10;B.1.621;Mu;DEV;;;1650;3
4;2022-08-30 00:33:11;2021-05-10;C.37;Lambda;DEV;;;1650;0
4;2022-08-30 00:33:11;2021-05-17;B.1.1.529;Omicron;;VOC;;1370;0
4;2022-08-30 00:33:11;2021-05-17;BA.1;Omicron;VOC;;B.1.1.529;1370;0
4;2022-08-30 00:33:11;2021-05-17;BA.2;Omicron;VOC;;B.1.1.529;1370;0
4;2022-08-30 00:33:11;2021-05-17;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1370;0
4;2022-08-30 00:33:11;2021-05-17;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1370;0
4;2022-08-30 00:33:11;2021-05-17;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1370;0
4;2022-08-30 00:33:11;2021-05-17;BA.2+S:L452X;Omicron;VOI;;BA.2;1370;0
4;2022-08-30 00:33:11;2021-05-17;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1370;0
4;2022-08-30 00:33:11;2021-05-17;BA.3;Omicron;VUM;;B.1.1.529;1370;0
4;2022-08-30 00:33:11;2021-05-17;B.1.617.2;Delta;DEV;;;1370;10
4;2022-08-30 00:33:11;2021-05-17;B.1.351;Beta;DEV;;;1370;3
4;2022-08-30 00:33:11;2021-05-17;P.1;Gamma;DEV;;;1370;32
4;2022-08-30 00:33:11;2021-05-17;B.1.1.7;Alpha;DEV;;;1370;1316
4;2022-08-30 00:33:11;2021-05-17;B.1.621;Mu;DEV;;;1370;5
4;2022-08-30 00:33:11;2021-05-17;C.37;Lambda;DEV;;;1370;0
4;2022-08-30 00:33:11;2021-05-24;B.1.1.529;Omicron;;VOC;;1323;0
4;2022-08-30 00:33:11;2021-05-24;BA.1;Omicron;VOC;;B.1.1.529;1323;0
4;2022-08-30 00:33:11;2021-05-24;BA.2;Omicron;VOC;;B.1.1.529;1323;0
4;2022-08-30 00:33:11;2021-05-24;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1323;0
4;2022-08-30 00:33:11;2021-05-24;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1323;0
4;2022-08-30 00:33:11;2021-05-24;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1323;0
4;2022-08-30 00:33:11;2021-05-24;BA.2+S:L452X;Omicron;VOI;;BA.2;1323;0
4;2022-08-30 00:33:11;2021-05-24;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1323;0
4;2022-08-30 00:33:11;2021-05-24;BA.3;Omicron;VUM;;B.1.1.529;1323;0
4;2022-08-30 00:33:11;2021-05-24;B.1.617.2;Delta;DEV;;;1323;23
4;2022-08-30 00:33:11;2021-05-24;B.1.351;Beta;DEV;;;1323;3
4;2022-08-30 00:33:11;2021-05-24;P.1;Gamma;DEV;;;1323;16
4;2022-08-30 00:33:11;2021-05-24;B.1.1.7;Alpha;DEV;;;1323;1270
4;2022-08-30 00:33:11;2021-05-24;B.1.621;Mu;DEV;;;1323;0
4;2022-08-30 00:33:11;2021-05-24;C.37;Lambda;DEV;;;1323;1
4;2022-08-30 00:33:11;2021-05-31;B.1.1.529;Omicron;;VOC;;1272;0
4;2022-08-30 00:33:11;2021-05-31;BA.1;Omicron;VOC;;B.1.1.529;1272;0
4;2022-08-30 00:33:11;2021-05-31;BA.2;Omicron;VOC;;B.1.1.529;1272;0
4;2022-08-30 00:33:11;2021-05-31;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1272;0
4;2022-08-30 00:33:11;2021-05-31;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1272;0
4;2022-08-30 00:33:11;2021-05-31;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1272;0
4;2022-08-30 00:33:11;2021-05-31;BA.2+S:L452X;Omicron;VOI;;BA.2;1272;0
4;2022-08-30 00:33:11;2021-05-31;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1272;0
4;2022-08-30 00:33:11;2021-05-31;BA.3;Omicron;VUM;;B.1.1.529;1272;0
4;2022-08-30 00:33:11;2021-05-31;B.1.617.2;Delta;DEV;;;1272;48
4;2022-08-30 00:33:11;2021-05-31;B.1.351;Beta;DEV;;;1272;0
4;2022-08-30 00:33:11;2021-05-31;P.1;Gamma;DEV;;;1272;23
4;2022-08-30 00:33:11;2021-05-31;B.1.1.7;Alpha;DEV;;;1272;1182
4;2022-08-30 00:33:11;2021-05-31;B.1.621;Mu;DEV;;;1272;4
4;2022-08-30 00:33:11;2021-05-31;C.37;Lambda;DEV;;;1272;0
4;2022-08-30 00:33:11;2021-06-07;B.1.1.529;Omicron;;VOC;;1175;0
4;2022-08-30 00:33:11;2021-06-07;BA.1;Omicron;VOC;;B.1.1.529;1175;0
4;2022-08-30 00:33:11;2021-06-07;BA.2;Omicron;VOC;;B.1.1.529;1175;0
4;2022-08-30 00:33:11;2021-06-07;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1175;0
4;2022-08-30 00:33:11;2021-06-07;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1175;0
4;2022-08-30 00:33:11;2021-06-07;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1175;0
4;2022-08-30 00:33:11;2021-06-07;BA.2+S:L452X;Omicron;VOI;;BA.2;1175;0
4;2022-08-30 00:33:11;2021-06-07;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1175;0
4;2022-08-30 00:33:11;2021-06-07;BA.3;Omicron;VUM;;B.1.1.529;1175;0
4;2022-08-30 00:33:11;2021-06-07;B.1.617.2;Delta;DEV;;;1175;101
4;2022-08-30 00:33:11;2021-06-07;B.1.351;Beta;DEV;;;1175;1
4;2022-08-30 00:33:11;2021-06-07;P.1;Gamma;DEV;;;1175;12
4;2022-08-30 00:33:11;2021-06-07;B.1.1.7;Alpha;DEV;;;1175;1038
4;2022-08-30 00:33:11;2021-06-07;B.1.621;Mu;DEV;;;1175;5
4;2022-08-30 00:33:11;2021-06-07;C.37;Lambda;DEV;;;1175;0
4;2022-08-30 00:33:11;2021-06-14;B.1.1.529;Omicron;;VOC;;1039;0
4;2022-08-30 00:33:11;2021-06-14;BA.1;Omicron;VOC;;B.1.1.529;1039;0
4;2022-08-30 00:33:11;2021-06-14;BA.2;Omicron;VOC;;B.1.1.529;1039;0
4;2022-08-30 00:33:11;2021-06-14;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1039;0
4;2022-08-30 00:33:11;2021-06-14;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1039;0
4;2022-08-30 00:33:11;2021-06-14;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1039;0
4;2022-08-30 00:33:11;2021-06-14;BA.2+S:L452X;Omicron;VOI;;BA.2;1039;0
4;2022-08-30 00:33:11;2021-06-14;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1039;0
4;2022-08-30 00:33:11;2021-06-14;BA.3;Omicron;VUM;;B.1.1.529;1039;0
4;2022-08-30 00:33:11;2021-06-14;B.1.617.2;Delta;DEV;;;1039;239
4;2022-08-30 00:33:11;2021-06-14;B.1.351;Beta;DEV;;;1039;1
4;2022-08-30 00:33:11;2021-06-14;P.1;Gamma;DEV;;;1039;16
4;2022-08-30 00:33:11;2021-06-14;B.1.1.7;Alpha;DEV;;;1039;745
4;2022-08-30 00:33:11;2021-06-14;B.1.621;Mu;DEV;;;1039;9
4;2022-08-30 00:33:11;2021-06-14;C.37;Lambda;DEV;;;1039;0
4;2022-08-30 00:33:11;2021-06-21;B.1.1.529;Omicron;;VOC;;679;0
4;2022-08-30 00:33:11;2021-06-21;BA.1;Omicron;VOC;;B.1.1.529;679;0
4;2022-08-30 00:33:11;2021-06-21;BA.2;Omicron;VOC;;B.1.1.529;679;0
4;2022-08-30 00:33:11;2021-06-21;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;679;0
4;2022-08-30 00:33:11;2021-06-21;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;679;0
4;2022-08-30 00:33:11;2021-06-21;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;679;0
4;2022-08-30 00:33:11;2021-06-21;BA.2+S:L452X;Omicron;VOI;;BA.2;679;0
4;2022-08-30 00:33:11;2021-06-21;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;679;0
4;2022-08-30 00:33:11;2021-06-21;BA.3;Omicron;VUM;;B.1.1.529;679;0
4;2022-08-30 00:33:11;2021-06-21;B.1.617.2;Delta;DEV;;;679;276
4;2022-08-30 00:33:11;2021-06-21;B.1.351;Beta;DEV;;;679;1
4;2022-08-30 00:33:11;2021-06-21;P.1;Gamma;DEV;;;679;7
4;2022-08-30 00:33:11;2021-06-21;B.1.1.7;Alpha;DEV;;;679;386
4;2022-08-30 00:33:11;2021-06-21;B.1.621;Mu;DEV;;;679;4
4;2022-08-30 00:33:11;2021-06-21;C.37;Lambda;DEV;;;679;1
4;2022-08-30 00:33:11;2021-06-28;B.1.1.529;Omicron;;VOC;;929;0
4;2022-08-30 00:33:11;2021-06-28;BA.1;Omicron;VOC;;B.1.1.529;929;0
4;2022-08-30 00:33:11;2021-06-28;BA.2;Omicron;VOC;;B.1.1.529;929;0
4;2022-08-30 00:33:11;2021-06-28;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;929;0
4;2022-08-30 00:33:11;2021-06-28;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;929;0
4;2022-08-30 00:33:11;2021-06-28;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;929;0
4;2022-08-30 00:33:11;2021-06-28;BA.2+S:L452X;Omicron;VOI;;BA.2;929;0
4;2022-08-30 00:33:11;2021-06-28;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;929;0
4;2022-08-30 00:33:11;2021-06-28;BA.3;Omicron;VUM;;B.1.1.529;929;0
4;2022-08-30 00:33:11;2021-06-28;B.1.617.2;Delta;DEV;;;929;630
4;2022-08-30 00:33:11;2021-06-28;B.1.351;Beta;DEV;;;929;1
4;2022-08-30 00:33:11;2021-06-28;P.1;Gamma;DEV;;;929;3
4;2022-08-30 00:33:11;2021-06-28;B.1.1.7;Alpha;DEV;;;929;273
4;2022-08-30 00:33:11;2021-06-28;B.1.621;Mu;DEV;;;929;5
4;2022-08-30 00:33:11;2021-06-28;C.37;Lambda;DEV;;;929;1
4;2022-08-30 00:33:11;2021-07-05;B.1.1.529;Omicron;;VOC;;2449;0
4;2022-08-30 00:33:11;2021-07-05;BA.1;Omicron;VOC;;B.1.1.529;2449;0
4;2022-08-30 00:33:11;2021-07-05;BA.2;Omicron;VOC;;B.1.1.529;2449;0
4;2022-08-30 00:33:11;2021-07-05;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;2449;0
4;2022-08-30 00:33:11;2021-07-05;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;2449;0
4;2022-08-30 00:33:11;2021-07-05;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;2449;0
4;2022-08-30 00:33:11;2021-07-05;BA.2+S:L452X;Omicron;VOI;;BA.2;2449;0
4;2022-08-30 00:33:11;2021-07-05;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;2449;0
4;2022-08-30 00:33:11;2021-07-05;BA.3;Omicron;VUM;;B.1.1.529;2449;0
4;2022-08-30 00:33:11;2021-07-05;B.1.617.2;Delta;DEV;;;2449;2093
4;2022-08-30 00:33:11;2021-07-05;B.1.351;Beta;DEV;;;2449;0
4;2022-08-30 00:33:11;2021-07-05;P.1;Gamma;DEV;;;2449;3
4;2022-08-30 00:33:11;2021-07-05;B.1.1.7;Alpha;DEV;;;2449;338
4;2022-08-30 00:33:11;2021-07-05;B.1.621;Mu;DEV;;;2449;0
4;2022-08-30 00:33:11;2021-07-05;C.37;Lambda;DEV;;;2449;8
4;2022-08-30 00:33:11;2021-07-12;B.1.1.529;Omicron;;VOC;;2236;0
4;2022-08-30 00:33:11;2021-07-12;BA.1;Omicron;VOC;;B.1.1.529;2236;0
4;2022-08-30 00:33:11;2021-07-12;BA.2;Omicron;VOC;;B.1.1.529;2236;0
4;2022-08-30 00:33:11;2021-07-12;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;2236;0
4;2022-08-30 00:33:11;2021-07-12;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;2236;0
4;2022-08-30 00:33:11;2021-07-12;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;2236;0
4;2022-08-30 00:33:11;2021-07-12;BA.2+S:L452X;Omicron;VOI;;BA.2;2236;0
4;2022-08-30 00:33:11;2021-07-12;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;2236;0
4;2022-08-30 00:33:11;2021-07-12;BA.3;Omicron;VUM;;B.1.1.529;2236;0
4;2022-08-30 00:33:11;2021-07-12;B.1.617.2;Delta;DEV;;;2236;2036
4;2022-08-30 00:33:11;2021-07-12;B.1.351;Beta;DEV;;;2236;0
4;2022-08-30 00:33:11;2021-07-12;P.1;Gamma;DEV;;;2236;2
4;2022-08-30 00:33:11;2021-07-12;B.1.1.7;Alpha;DEV;;;2236;172
4;2022-08-30 00:33:11;2021-07-12;B.1.621;Mu;DEV;;;2236;0
4;2022-08-30 00:33:11;2021-07-12;C.37;Lambda;DEV;;;2236;0
4;2022-08-30 00:33:11;2021-07-19;B.1.1.529;Omicron;;VOC;;2122;0
4;2022-08-30 00:33:11;2021-07-19;BA.1;Omicron;VOC;;B.1.1.529;2122;0
4;2022-08-30 00:33:11;2021-07-19;BA.2;Omicron;VOC;;B.1.1.529;2122;0
4;2022-08-30 00:33:11;2021-07-19;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;2122;0
4;2022-08-30 00:33:11;2021-07-19;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;2122;0
4;2022-08-30 00:33:11;2021-07-19;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;2122;0
4;2022-08-30 00:33:11;2021-07-19;BA.2+S:L452X;Omicron;VOI;;BA.2;2122;0
4;2022-08-30 00:33:11;2021-07-19;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;2122;0
4;2022-08-30 00:33:11;2021-07-19;BA.3;Omicron;VUM;;B.1.1.529;2122;0
4;2022-08-30 00:33:11;2021-07-19;B.1.617.2;Delta;DEV;;;2122;2032
4;2022-08-30 00:33:11;2021-07-19;B.1.351;Beta;DEV;;;2122;0
4;2022-08-30 00:33:11;2021-07-19;P.1;Gamma;DEV;;;2122;4
4;2022-08-30 00:33:11;2021-07-19;B.1.1.7;Alpha;DEV;;;2122;85
4;2022-08-30 00:33:11;2021-07-19;B.1.621;Mu;DEV;;;2122;0
4;2022-08-30 00:33:11;2021-07-19;C.37;Lambda;DEV;;;2122;0
4;2022-08-30 00:33:11;2021-07-26;B.1.1.529;Omicron;;VOC;;1745;0
4;2022-08-30 00:33:11;2021-07-26;BA.1;Omicron;VOC;;B.1.1.529;1745;0
4;2022-08-30 00:33:11;2021-07-26;BA.2;Omicron;VOC;;B.1.1.529;1745;0
4;2022-08-30 00:33:11;2021-07-26;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1745;0
4;2022-08-30 00:33:11;2021-07-26;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1745;0
4;2022-08-30 00:33:11;2021-07-26;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1745;0
4;2022-08-30 00:33:11;2021-07-26;BA.2+S:L452X;Omicron;VOI;;BA.2;1745;0
4;2022-08-30 00:33:11;2021-07-26;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1745;0
4;2022-08-30 00:33:11;2021-07-26;BA.3;Omicron;VUM;;B.1.1.529;1745;0
4;2022-08-30 00:33:11;2021-07-26;B.1.617.2;Delta;DEV;;;1745;1688
4;2022-08-30 00:33:11;2021-07-26;B.1.351;Beta;DEV;;;1745;0
4;2022-08-30 00:33:11;2021-07-26;P.1;Gamma;DEV;;;1745;2
4;2022-08-30 00:33:11;2021-07-26;B.1.1.7;Alpha;DEV;;;1745;52
4;2022-08-30 00:33:11;2021-07-26;B.1.621;Mu;DEV;;;1745;3
4;2022-08-30 00:33:11;2021-07-26;C.37;Lambda;DEV;;;1745;0
4;2022-08-30 00:33:11;2021-08-02;B.1.1.529;Omicron;;VOC;;1499;0
4;2022-08-30 00:33:11;2021-08-02;BA.1;Omicron;VOC;;B.1.1.529;1499;0
4;2022-08-30 00:33:11;2021-08-02;BA.2;Omicron;VOC;;B.1.1.529;1499;0
4;2022-08-30 00:33:11;2021-08-02;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1499;0
4;2022-08-30 00:33:11;2021-08-02;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1499;0
4;2022-08-30 00:33:11;2021-08-02;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1499;0
4;2022-08-30 00:33:11;2021-08-02;BA.2+S:L452X;Omicron;VOI;;BA.2;1499;0
4;2022-08-30 00:33:11;2021-08-02;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1499;0
4;2022-08-30 00:33:11;2021-08-02;BA.3;Omicron;VUM;;B.1.1.529;1499;0
