Version;Date_of_report;Date_of_statistics_week_start;Variant_code;Variant_name;ECDC_category;WHO_category;Is_subvariant_of;Sample_size;Variant_cases
4;2022-08-30 00:33:11;2021-08-02;B.1.617.2;Delta;DEV;;;1499;1478
4;2022-08-30 00:33:11;2021-08-02;B.1.351;Beta;DEV;;;1499;0
4;2022-08-30 00:33:11;2021-08-02;P.1;Gamma;DEV;;;1499;1
4;2022-08-30 00:33:11;2021-08-02;B.1.1.7;Alpha;DEV;;;1499;19
4;2022-08-30 00:33:11;2021-08-02;B.1.621;Mu;DEV;;;1499;0
4;2022-08-30 00:33:11;2021-08-02;C.37;Lambda;DEV;;;1499;0
4;2022-08-30 00:33:11;2021-08-09;B.1.1.529;Omicron;;VOC;;1508;0
4;2022-08-30 00:33:11;2021-08-09;BA.1;Omicron;VOC;;B.1.1.529;1508;0
4;2022-08-30 00:33:11;2021-08-09;BA.2;Omicron;VOC;;B.1.1.529;1508;0
4;2022-08-30 00:33:11;2021-08-09;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1508;0
4;2022-08-30 00:33:11;2021-08-09;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1508;0
4;2022-08-30 00:33:11;2021-08-09;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1508;0
4;2022-08-30 00:33:11;2021-08-09;BA.2+S:L452X;Omicron;VOI;;BA.2;1508;0
4;2022-08-30 00:33:11;2021-08-09;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1508;0
4;2022-08-30 00:33:11;2021-08-09;BA.3;Omicron;VUM;;B.1.1.529;1508;0
4;2022-08-30 00:33:11;2021-08-09;B.1.617.2;Delta;DEV;;;1508;1475
4;2022-08-30 00:33:11;2021-08-09;B.1.351;Beta;DEV;;;1508;0
4;2022-08-30 00:33:11;2021-08-09;P.1;Gamma;DEV;;;1508;0
4;2022-08-30 00:33:11;2021-08-09;B.1.1.7;Alpha;DEV;;;1508;32
4;2022-08-30 00:33:11;2021-08-09;B.1.621;Mu;DEV;;;1508;1
4;2022-08-30 00:33:11;2021-08-09;C.37;Lambda;DEV;;;1508;0
4;2022-08-30 00:33:11;2021-08-16;B.1.1.529;Omicron;;VOC;;1757;0
4;2022-08-30 00:33:11;2021-08-16;BA.1;Omicron;VOC;;B.1.1.529;1757;0
4;2022-08-30 00:33:11;2021-08-16;BA.2;Omicron;VOC;;B.1.1.529;1757;0
4;2022-08-30 00:33:11;2021-08-16;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1757;0
4;2022-08-30 00:33:11;2021-08-16;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1757;0
4;2022-08-30 00:33:11;2021-08-16;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1757;0
4;2022-08-30 00:33:11;2021-08-16;BA.2+S:L452X;Omicron;VOI;;BA.2;1757;0
4;2022-08-30 00:33:11;2021-08-16;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1757;0
4;2022-08-30 00:33:11;2021-08-16;BA.3;Omicron;VUM;;B.1.1.529;1757;0
4;2022-08-30 00:33:11;2021-08-16;B.1.617.2;Delta;DEV;;;1757;1748
4;2022-08-30 00:33:11;2021-08-16;B.1.351;Beta;DEV;;;1757;0
4;2022-08-30 00:33:11;2021-08-16;P.1;Gamma;DEV;;;1757;3
4;2022-08-30 00:33:11;2021-08-16;B.1.1.7;Alpha;DEV;;;1757;6
4;2022-08-30 00:33:11;2021-08-16;B.1.621;Mu;DEV;;;1757;0
4;2022-08-30 00:33:11;2021-08-16;C.37;Lambda;DEV;;;1757;0
4;2022-08-30 00:33:11;2021-08-23;B.1.1.529;Omicron;;VOC;;1672;0
4;2022-08-30 00:33:11;2021-08-23;BA.1;Omicron;VOC;;B.1.1.529;1672;0
4;2022-08-30 00:33:11;2021-08-23;BA.2;Omicron;VOC;;B.1.1.529;1672;0
4;2022-08-30 00:33:11;2021-08-23;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1672;0
4;2022-08-30 00:33:11;2021-08-23;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1672;0
4;2022-08-30 00:33:11;2021-08-23;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1672;0
4;2022-08-30 00:33:11;2021-08-23;BA.2+S:L452X;Omicron;VOI;;BA.2;1672;0
4;2022-08-30 00:33:11;2021-08-23;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1672;0
4;2022-08-30 00:33:11;2021-08-23;BA.3;Omicron;VUM;;B.1.1.529;1672;0
4;2022-08-30 00:33:11;2021-08-23;B.1.617.2;Delta;DEV;;;1672;1667
4;2022-08-30 00:33:11;2021-08-23;B.1.351;Beta;DEV;;;1672;0
4;2022-08-30 00:33:11;2021-08-23;P.1;Gamma;DEV;;;1672;1
4;2022-08-30 00:33:11;2021-08-23;B.1.1.7;Alpha;DEV;;;1672;3
4;2022-08-30 00:33:11;2021-08-23;B.1.621;Mu;DEV;;;1672;0
4;2022-08-30 00:33:11;2021-08-23;C.37;Lambda;DEV;;;1672;0
4;2022-08-30 00:33:11;2021-08-30;B.1.1.529;Omicron;;VOC;;1488;0
4;2022-08-30 00:33:11;2021-08-30;BA.1;Omicron;VOC;;B.1.1.529;1488;0
4;2022-08-30 00:33:11;2021-08-30;BA.2;Omicron;VOC;;B.1.1.529;1488;0
4;2022-08-30 00:33:11;2021-08-30;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1488;0
4;2022-08-30 00:33:11;2021-08-30;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1488;0
4;2022-08-30 00:33:11;2021-08-30;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1488;0
4;2022-08-30 00:33:11;2021-08-30;BA.2+S:L452X;Omicron;VOI;;BA.2;1488;0
4;2022-08-30 00:33:11;2021-08-30;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1488;0
4;2022-08-30 00:33:11;2021-08-30;BA.3;Omicron;VUM;;B.1.1.529;1488;0
4;2022-08-30 00:33:11;2021-08-30;B.1.617.2;Delta;DEV;;;1488;1485
4;2022-08-30 00:33:11;2021-08-30;B.1.351;Beta;DEV;;;1488;0
4;2022-08-30 00:33:11;2021-08-30;P.1;Gamma;DEV;;;1488;0
4;2022-08-30 00:33:11;2021-08-30;B.1.1.7;Alpha;DEV;;;1488;3
4;2022-08-30 00:33:11;2021-08-30;B.1.621;Mu;DEV;;;1488;0
4;2022-08-30 00:33:11;2021-08-30;C.37;Lambda;DEV;;;1488;0
4;2022-08-30 00:33:11;2021-09-06;B.1.1.529;Omicron;;VOC;;1490;0
4;2022-08-30 00:33:11;2021-09-06;BA.1;Omicron;VOC;;B.1.1.529;1490;0
4;2022-08-30 00:33:11;2021-09-06;BA.2;Omicron;VOC;;B.1.1.529;1490;0
4;2022-08-30 00:33:11;2021-09-06;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1490;0
4;2022-08-30 00:33:11;2021-09-06;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1490;0
4;2022-08-30 00:33:11;2021-09-06;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1490;0
4;2022-08-30 00:33:11;2021-09-06;BA.2+S:L452X;Omicron;VOI;;BA.2;1490;0
4;2022-08-30 00:33:11;2021-09-06;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1490;0
4;2022-08-30 00:33:11;2021-09-06;BA.3;Omicron;VUM;;B.1.1.529;1490;0
4;2022-08-30 00:33:11;2021-09-06;B.1.617.2;Delta;DEV;;;1490;1487
4;2022-08-30 00:33:11;2021-09-06;B.1.351;Beta;DEV;;;1490;0
4;2022-08-30 00:33:11;2021-09-06;P.1;Gamma;DEV;;;1490;1
4;2022-08-30 00:33:11;2021-09-06;B.1.1.7;Alpha;DEV;;;1490;2
4;2022-08-30 00:33:11;2021-09-06;B.1.621;Mu;DEV;;;1490;0
4;2022-08-30 00:33:11;2021-09-06;C.37;Lambda;DEV;;;1490;0
4;2022-08-30 00:33:11;2021-09-13;B.1.1.529;Omicron;;VOC;;1490;0
4;2022-08-30 00:33:11;2021-09-13;BA.1;Omicron;VOC;;B.1.1.529;1490;0
4;2022-08-30 00:33:11;2021-09-13;BA.2;Omicron;VOC;;B.1.1.529;1490;0
4;2022-08-30 00:33:11;2021-09-13;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1490;0
4;2022-08-30 00:33:11;2021-09-13;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1490;0
4;2022-08-30 00:33:11;2021-09-13;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1490;0
4;2022-08-30 00:33:11;2021-09-13;BA.2+S:L452X;Omicron;VOI;;BA.2;1490;0
4;2022-08-30 00:33:11;2021-09-13;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1490;0
4;2022-08-30 00:33:11;2021-09-13;BA.3;Omicron;VUM;;B.1.1.529;1490;0
4;2022-08-30 00:33:11;2021-09-13;B.1.617.2;Delta;DEV;;;1490;1489
4;2022-08-30 00:33:11;2021-09-13;B.1.351;Beta;DEV;;;1490;0
4;2022-08-30 00:33:11;2021-09-13;P.1;Gamma;DEV;;;1490;0
4;2022-08-30 00:33:11;2021-09-13;B.1.1.7;Alpha;DEV;;;1490;1
4;2022-08-30 00:33:11;2021-09-13;B.1.621;Mu;DEV;;;1490;0
4;2022-08-30 00:33:11;2021-09-13;C.37;Lambda;DEV;;;1490;0
4;2022-08-30 00:33:11;2021-09-20;B.1.1.529;Omicron;;VOC;;1360;0
4;2022-08-30 00:33:11;2021-09-20;BA.1;Omicron;VOC;;B.1.1.529;1360;0
4;2022-08-30 00:33:11;2021-09-20;BA.2;Omicron;VOC;;B.1.1.529;1360;0
4;2022-08-30 00:33:11;2021-09-20;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1360;0
4;2022-08-30 00:33:11;2021-09-20;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1360;0
4;2022-08-30 00:33:11;2021-09-20;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1360;0
4;2022-08-30 00:33:11;2021-09-20;BA.2+S:L452X;Omicron;VOI;;BA.2;1360;0
4;2022-08-30 00:33:11;2021-09-20;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1360;0
4;2022-08-30 00:33:11;2021-09-20;BA.3;Omicron;VUM;;B.1.1.529;1360;0
4;2022-08-30 00:33:11;2021-09-20;B.1.617.2;Delta;DEV;;;1360;1359
4;2022-08-30 00:33:11;2021-09-20;B.1.351;Beta;DEV;;;1360;0
4;2022-08-30 00:33:11;2021-09-20;P.1;Gamma;DEV;;;1360;0
4;2022-08-30 00:33:11;2021-09-20;B.1.1.7;Alpha;DEV;;;1360;0
4;2022-08-30 00:33:11;2021-09-20;B.1.621;Mu;DEV;;;1360;0
4;2022-08-30 00:33:11;2021-09-20;C.37;Lambda;DEV;;;1360;0
4;2022-08-30 00:33:11;2021-09-27;B.1.1.529;Omicron;;VOC;;1193;0
4;2022-08-30 00:33:11;2021-09-27;BA.1;Omicron;VOC;;B.1.1.529;1193;0
4;2022-08-30 00:33:11;2021-09-27;BA.2;Omicron;VOC;;B.1.1.529;1193;0
4;2022-08-30 00:33:11;2021-09-27;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1193;0
4;2022-08-30 00:33:11;2021-09-27;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1193;0
4;2022-08-30 00:33:11;2021-09-27;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1193;0
4;2022-08-30 00:33:11;2021-09-27;BA.2+S:L452X;Omicron;VOI;;BA.2;1193;0
4;2022-08-30 00:33:11;2021-09-27;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1193;0
4;2022-08-30 00:33:11;2021-09-27;BA.3;Omicron;VUM;;B.1.1.529;1193;0
4;2022-08-30 00:33:11;2021-09-27;B.1.617.2;Delta;DEV;;;1193;1192
4;2022-08-30 00:33:11;2021-09-27;B.1.351;Beta;DEV;;;1193;0
4;2022-08-30 00:33:11;2021-09-27;P.1;Gamma;DEV;;;1193;0
4;2022-08-30 00:33:11;2021-09-27;B.1.1.7;Alpha;DEV;;;1193;1
4;2022-08-30 00:33:11;2021-09-27;B.1.621;Mu;DEV;;;1193;0
4;2022-08-30 00:33:11;2021-09-27;C.37;Lambda;DEV;;;1193;0
4;2022-08-30 00:33:11;2021-10-04;B.1.1.529;Omicron;;VOC;;1479;0
4;2022-08-30 00:33:11;2021-10-04;BA.1;Omicron;VOC;;B.1.1.529;1479;0
4;2022-08-30 00:33:11;2021-10-04;BA.2;Omicron;VOC;;B.1.1.529;1479;0
4;2022-08-30 00:33:11;2021-10-04;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1479;0
4;2022-08-30 00:33:11;2021-10-04;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1479;0
4;2022-08-30 00:33:11;2021-10-04;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1479;0
4;2022-08-30 00:33:11;2021-10-04;BA.2+S:L452X;Omicron;VOI;;BA.2;1479;0
4;2022-08-30 00:33:11;2021-10-04;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1479;0
4;2022-08-30 00:33:11;2021-10-04;BA.3;Omicron;VUM;;B.1.1.529;1479;0
4;2022-08-30 00:33:11;2021-10-04;B.1.617.2;Delta;DEV;;;1479;1479
4;2022-08-30 00:33:11;2021-10-04;B.1.351;Beta;DEV;;;1479;0
4;2022-08-30 00:33:11;2021-10-04;P.1;Gamma;DEV;;;1479;0
4;2022-08-30 00:33:11;2021-10-04;B.1.1.7;Alpha;DEV;;;1479;0
4;2022-08-30 00:33:11;2021-10-04;B.1.621;Mu;DEV;;;1479;0
4;2022-08-30 00:33:11;2021-10-04;C.37;Lambda;DEV;;;1479;0
4;2022-08-30 00:33:11;2021-10-11;B.1.1.529;Omicron;;VOC;;1674;0
4;2022-08-30 00:33:11;2021-10-11;BA.1;Omicron;VOC;;B.1.1.529;1674;0
4;2022-08-30 00:33:11;2021-10-11;BA.2;Omicron;VOC;;B.1.1.529;1674;0
4;2022-08-30 00:33:11;2021-10-11;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1674;0
4;2022-08-30 00:33:11;2021-10-11;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1674;0
4;2022-08-30 00:33:11;2021-10-11;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1674;0
4;2022-08-30 00:33:11;2021-10-11;BA.2+S:L452X;Omicron;VOI;;BA.2;1674;0
4;2022-08-30 00:33:11;2021-10-11;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1674;0
4;2022-08-30 00:33:11;2021-10-11;BA.3;Omicron;VUM;;B.1.1.529;1674;0
4;2022-08-30 00:33:11;2021-10-11;B.1.617.2;Delta;DEV;;;1674;1674
4;2022-08-30 00:33:11;2021-10-11;B.1.351;Beta;DEV;;;1674;0
4;2022-08-30 00:33:11;2021-10-11;P.1;Gamma;DEV;;;1674;0
4;2022-08-30 00:33:11;2021-10-11;B.1.1.7;Alpha;DEV;;;1674;0
4;2022-08-30 00:33:11;2021-10-11;B.1.621;Mu;DEV;;;1674;0
4;2022-08-30 00:33:11;2021-10-11;C.37;Lambda;DEV;;;1674;0
4;2022-08-30 00:33:11;2021-10-18;B.1.1.529;Omicron;;VOC;;1514;0
4;2022-08-30 00:33:11;2021-10-18;BA.1;Omicron;VOC;;B.1.1.529;1514;0
4;2022-08-30 00:33:11;2021-10-18;BA.2;Omicron;VOC;;B.1.1.529;1514;0
4;2022-08-30 00:33:11;2021-10-18;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1514;0
4;2022-08-30 00:33:11;2021-10-18;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1514;0
4;2022-08-30 00:33:11;2021-10-18;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1514;0
4;2022-08-30 00:33:11;2021-10-18;BA.2+S:L452X;Omicron;VOI;;BA.2;1514;0
4;2022-08-30 00:33:11;2021-10-18;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1514;0
4;2022-08-30 00:33:11;2021-10-18;BA.3;Omicron;VUM;;B.1.1.529;1514;0
4;2022-08-30 00:33:11;2021-10-18;B.1.617.2;Delta;DEV;;;1514;1514
4;2022-08-30 00:33:11;2021-10-18;B.1.351;Beta;DEV;;;1514;0
4;2022-08-30 00:33:11;2021-10-18;P.1;Gamma;DEV;;;1514;0
4;2022-08-30 00:33:11;2021-10-18;B.1.1.7;Alpha;DEV;;;1514;0
4;2022-08-30 00:33:11;2021-10-18;B.1.621;Mu;DEV;;;1514;0
4;2022-08-30 00:33:11;2021-10-18;C.37;Lambda;DEV;;;1514;0
4;2022-08-30 00:33:11;2021-10-25;B.1.1.529;Omicron;;VOC;;1913;0
4;2022-08-30 00:33:11;2021-10-25;BA.1;Omicron;VOC;;B.1.1.529;1913;0
4;2022-08-30 00:33:11;2021-10-25;BA.2;Omicron;VOC;;B.1.1.529;1913;0
4;2022-08-30 00:33:11;2021-10-25;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1913;0
4;2022-08-30 00:33:11;2021-10-25;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1913;0
4;2022-08-30 00:33:11;2021-10-25;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1913;0
4;2022-08-30 00:33:11;2021-10-25;BA.2+S:L452X;Omicron;VOI;;BA.2;1913;0
4;2022-08-30 00:33:11;2021-10-25;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1913;0
4;2022-08-30 00:33:11;2021-10-25;BA.3;Omicron;VUM;;B.1.1.529;1913;0
4;2022-08-30 00:33:11;2021-10-25;B.1.617.2;Delta;DEV;;;1913;1912
4;2022-08-30 00:33:11;2021-10-25;B.1.351;Beta;DEV;;;1913;0
4;2022-08-30 00:33:11;2021-10-25;P.1;Gamma;DEV;;;1913;0
4;2022-08-30 00:33:11;2021-10-25;B.1.1.7;Alpha;DEV;;;1913;0
4;2022-08-30 00:33:11;2021-10-25;B.1.621;Mu;DEV;;;1913;0
4;2022-08-30 00:33:11;2021-10-25;C.37;Lambda;DEV;;;1913;0
4;2022-08-30 00:33:11;2021-11-01;B.1.1.529;Omicron;;VOC;;1994;0
4;2022-08-30 00:33:11;2021-11-01;BA.1;Omicron;VOC;;B.1.1.529;1994;0
4;2022-08-30 00:33:11;2021-11-01;BA.2;Omicron;VOC;;B.1.1.529;1994;0
4;2022-08-30 00:33:11;2021-11-01;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1994;0
4;2022-08-30 00:33:11;2021-11-01;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1994;0
4;2022-08-30 00:33:11;2021-11-01;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1994;0
4;2022-08-30 00:33:11;2021-11-01;BA.2+S:L452X;Omicron;VOI;;BA.2;1994;0
4;2022-08-30 00:33:11;2021-11-01;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1994;0
4;2022-08-30 00:33:11;2021-11-01;BA.3;Omicron;VUM;;B.1.1.529;1994;0
4;2022-08-30 00:33:11;2021-11-01;B.1.617.2;Delta;DEV;;;1994;1994
4;2022-08-30 00:33:11;2021-11-01;B.1.351;Beta;DEV;;;1994;0
4;2022-08-30 00:33:11;2021-11-01;P.1;Gamma;DEV;;;1994;0
4;2022-08-30 00:33:11;2021-11-01;B.1.1.7;Alpha;DEV;;;1994;0
4;2022-08-30 00:33:11;2021-11-01;B.1.621;Mu;DEV;;;1994;0
4;2022-08-30 00:33:11;2021-11-01;C.37;Lambda;DEV;;;1994;0
4;2022-08-30 00:33:11;2021-11-08;B.1.1.529;Omicron;;VOC;;1804;0
4;2022-08-30 00:33:11;2021-11-08;BA.1;Omicron;VOC;;B.1.1.529;1804;0
4;2022-08-30 00:33:11;2021-11-08;BA.2;Omicron;VOC;;B.1.1.529;1804;0
4;2022-08-30 00:33:11;2021-11-08;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1804;0
4;2022-08-30 00:33:11;2021-11-08;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1804;0
4;2022-08-30 00:33:11;2021-11-08;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1804;0
4;2022-08-30 00:33:11;2021-11-08;BA.2+S:L452X;Omicron;VOI;;BA.2;1804;0
4;2022-08-30 00:33:11;2021-11-08;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1804;0
4;2022-08-30 00:33:11;2021-11-08;BA.3;Omicron;VUM;;B.1.1.529;1804;0
4;2022-08-30 00:33:11;2021-11-08;B.1.617.2;Delta;DEV;;;1804;1804
4;2022-08-30 00:33:11;2021-11-08;B.1.351;Beta;DEV;;;1804;0
4;2022-08-30 00:33:11;2021-11-08;P.1;Gamma;DEV;;;1804;0
4;2022-08-30 00:33:11;2021-11-08;B.1.1.7;Alpha;DEV;;;1804;0
4;2022-08-30 00:33:11;2021-11-08;B.1.621;Mu;DEV;;;1804;0
4;2022-08-30 00:33:11;2021-11-08;C.37;Lambda;DEV;;;1804;0
4;2022-08-30 00:33:11;2021-11-15;B.1.1.529;Omicron;;VOC;;1895;0
4;2022-08-30 00:33:11;2021-11-15;BA.1;Omicron;VOC;;B.1.1.529;1895;0
4;2022-08-30 00:33:11;2021-11-15;BA.2;Omicron;VOC;;B.1.1.529;1895;0
4;2022-08-30 00:33:11;2021-11-15;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1895;0
4;2022-08-30 00:33:11;2021-11-15;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1895;0
4;2022-08-30 00:33:11;2021-11-15;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1895;0
4;2022-08-30 00:33:11;2021-11-15;BA.2+S:L452X;Omicron;VOI;;BA.2;1895;0
4;2022-08-30 00:33:11;2021-11-15;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1895;0
4;2022-08-30 00:33:11;2021-11-15;BA.3;Omicron;VUM;;B.1.1.529;1895;0
4;2022-08-30 00:33:11;2021-11-15;B.1.617.2;Delta;DEV;;;1895;1895
4;2022-08-30 00:33:11;2021-11-15;B.1.351;Beta;DEV;;;1895;0
4;2022-08-30 00:33:11;2021-11-15;P.1;Gamma;DEV;;;1895;0
4;2022-08-30 00:33:11;2021-11-15;B.1.1.7;Alpha;DEV;;;1895;0
4;2022-08-30 00:33:11;2021-11-15;B.1.621;Mu;DEV;;;1895;0
4;2022-08-30 00:33:11;2021-11-15;C.37;Lambda;DEV;;;1895;0
4;2022-08-30 00:33:11;2021-11-22;B.1.1.529;Omicron;;VOC;;1927;4
4;2022-08-30 00:33:11;2021-11-22;BA.1;Omicron;VOC;;B.1.1.529;1927;4
4;2022-08-30 00:33:11;2021-11-22;BA.2;Omicron;VOC;;B.1.1.529;1927;0
4;2022-08-30 00:33:11;2021-11-22;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1927;0
4;2022-08-30 00:33:11;2021-11-22;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1927;0
4;2022-08-30 00:33:11;2021-11-22;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1927;0
4;2022-08-30 00:33:11;2021-11-22;BA.2+S:L452X;Omicron;VOI;;BA.2;1927;0
4;2022-08-30 00:33:11;2021-11-22;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1927;0
4;2022-08-30 00:33:11;2021-11-22;BA.3;Omicron;VUM;;B.1.1.529;1927;0
4;2022-08-30 00:33:11;2021-11-22;B.1.617.2;Delta;DEV;;;1927;1923
4;2022-08-30 00:33:11;2021-11-22;B.1.351;Beta;DEV;;;1927;0
4;2022-08-30 00:33:11;2021-11-22;P.1;Gamma;DEV;;;1927;0
4;2022-08-30 00:33:11;2021-11-22;B.1.1.7;Alpha;DEV;;;1927;0
4;2022-08-30 00:33:11;2021-11-22;B.1.621;Mu;DEV;;;1927;0
4;2022-08-30 00:33:11;2021-11-22;C.37;Lambda;DEV;;;1927;0
4;2022-08-30 00:33:11;2021-11-29;B.1.1.529;Omicron;;VOC;;1899;11
4;2022-08-30 00:33:11;2021-11-29;BA.1;Omicron;VOC;;B.1.1.529;1899;11
4;2022-08-30 00:33:11;2021-11-29;BA.2;Omicron;VOC;;B.1.1.529;1899;0
4;2022-08-30 00:33:11;2021-11-29;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1899;0
4;2022-08-30 00:33:11;2021-11-29;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1899;0
4;2022-08-30 00:33:11;2021-11-29;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1899;0
4;2022-08-30 00:33:11;2021-11-29;BA.2+S:L452X;Omicron;VOI;;BA.2;1899;0
4;2022-08-30 00:33:11;2021-11-29;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1899;0
4;2022-08-30 00:33:11;2021-11-29;BA.3;Omicron;VUM;;B.1.1.529;1899;0
4;2022-08-30 00:33:11;2021-11-29;B.1.617.2;Delta;DEV;;;1899;1888
4;2022-08-30 00:33:11;2021-11-29;B.1.351;Beta;DEV;;;1899;0
4;2022-08-30 00:33:11;2021-11-29;P.1;Gamma;DEV;;;1899;0
4;2022-08-30 00:33:11;2021-11-29;B.1.1.7;Alpha;DEV;;;1899;0
4;2022-08-30 00:33:11;2021-11-29;B.1.621;Mu;DEV;;;1899;0
4;2022-08-30 00:33:11;2021-11-29;C.37;Lambda;DEV;;;1899;0
4;2022-08-30 00:33:11;2021-12-06;B.1.1.529;Omicron;;VOC;;1880;28
4;2022-08-30 00:33:11;2021-12-06;BA.1;Omicron;VOC;;B.1.1.529;1880;28
4;2022-08-30 00:33:11;2021-12-06;BA.2;Omicron;VOC;;B.1.1.529;1880;0
4;2022-08-30 00:33:11;2021-12-06;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1880;0
4;2022-08-30 00:33:11;2021-12-06;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1880;0
4;2022-08-30 00:33:11;2021-12-06;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1880;0
