Version;Date_of_report;Date_of_statistics_week_start;Variant_code;Variant_name;ECDC_category;WHO_category;Is_subvariant_of;Sample_size;Variant_cases
4;2022-08-30 00:33:11;2021-12-06;BA.2+S:L452X;Omicron;VOI;;BA.2;1880;0
4;2022-08-30 00:33:11;2021-12-06;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1880;0
4;2022-08-30 00:33:11;2021-12-06;BA.3;Omicron;VUM;;B.1.1.529;1880;0
4;2022-08-30 00:33:11;2021-12-06;B.1.617.2;Delta;DEV;;;1880;1851
4;2022-08-30 00:33:11;2021-12-06;B.1.351;Beta;DEV;;;1880;0
4;2022-08-30 00:33:11;2021-12-06;P.1;Gamma;DEV;;;1880;0
4;2022-08-30 00:33:11;2021-12-06;B.1.1.7;Alpha;DEV;;;1880;0
4;2022-08-30 00:33:11;2021-12-06;B.1.621;Mu;DEV;;;1880;0
4;2022-08-30 00:33:11;2021-12-06;C.37;Lambda;DEV;;;1880;0
4;2022-08-30 00:33:11;2021-12-13;B.1.1.529;Omicron;;VOC;;1864;168
4;2022-08-30 00:33:11;2021-12-13;BA.1;Omicron;VOC;;B.1.1.529;1864;168
4;2022-08-30 00:33:11;2021-12-13;BA.2;Omicron;VOC;;B.1.1.529;1864;0
4;2022-08-30 00:33:11;2021-12-13;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1864;0
4;2022-08-30 00:33:11;2021-12-13;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1864;0
4;2022-08-30 00:33:11;2021-12-13;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1864;0
4;2022-08-30 00:33:11;2021-12-13;BA.2+S:L452X;Omicron;VOI;;BA.2;1864;0
4;2022-08-30 00:33:11;2021-12-13;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1864;0
4;2022-08-30 00:33:11;2021-12-13;BA.3;Omicron;VUM;;B.1.1.529;1864;0
4;2022-08-30 00:33:11;2021-12-13;B.1.617.2;Delta;DEV;;;1864;1695
4;2022-08-30 00:33:11;2021-12-13;B.1.351;Beta;DEV;;;1864;0
4;2022-08-30 00:33:11;2021-12-13;P.1;Gamma;DEV;;;1864;0
4;2022-08-30 00:33:11;2021-12-13;B.1.1.7;Alpha;DEV;;;1864;0
4;2022-08-30 00:33:11;2021-12-13;B.1.621;Mu;DEV;;;1864;0
4;2022-08-30 00:33:11;2021-12-13;C.37;Lambda;DEV;;;1864;0
4;2022-08-30 00:33:11;2021-12-20;B.1.1.529;Omicron;;VOC;;1621;463
4;2022-08-30 00:33:11;2021-12-20;BA.1;Omicron;VOC;;B.1.1.529;1621;462
4;2022-08-30 00:33:11;2021-12-20;BA.2;Omicron;VOC;;B.1.1.529;1621;1
4;2022-08-30 00:33:11;2021-12-20;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1621;0
4;2022-08-30 00:33:11;2021-12-20;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1621;0
4;2022-08-30 00:33:11;2021-12-20;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1621;0
4;2022-08-30 00:33:11;2021-12-20;BA.2+S:L452X;Omicron;VOI;;BA.2;1621;0
4;2022-08-30 00:33:11;2021-12-20;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1621;0
4;2022-08-30 00:33:11;2021-12-20;BA.3;Omicron;VUM;;B.1.1.529;1621;0
4;2022-08-30 00:33:11;2021-12-20;B.1.617.2;Delta;DEV;;;1621;1157
4;2022-08-30 00:33:11;2021-12-20;B.1.351;Beta;DEV;;;1621;0
4;2022-08-30 00:33:11;2021-12-20;P.1;Gamma;DEV;;;1621;0
4;2022-08-30 00:33:11;2021-12-20;B.1.1.7;Alpha;DEV;;;1621;0
4;2022-08-30 00:33:11;2021-12-20;B.1.621;Mu;DEV;;;1621;0
4;2022-08-30 00:33:11;2021-12-20;C.37;Lambda;DEV;;;1621;0
4;2022-08-30 00:33:11;2021-12-27;B.1.1.529;Omicron;;VOC;;1846;1198
4;2022-08-30 00:33:11;2021-12-27;BA.1;Omicron;VOC;;B.1.1.529;1846;1194
4;2022-08-30 00:33:11;2021-12-27;BA.2;Omicron;VOC;;B.1.1.529;1846;4
4;2022-08-30 00:33:11;2021-12-27;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1846;0
4;2022-08-30 00:33:11;2021-12-27;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1846;0
4;2022-08-30 00:33:11;2021-12-27;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1846;0
4;2022-08-30 00:33:11;2021-12-27;BA.2+S:L452X;Omicron;VOI;;BA.2;1846;0
4;2022-08-30 00:33:11;2021-12-27;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1846;0
4;2022-08-30 00:33:11;2021-12-27;BA.3;Omicron;VUM;;B.1.1.529;1846;0
4;2022-08-30 00:33:11;2021-12-27;B.1.617.2;Delta;DEV;;;1846;648
4;2022-08-30 00:33:11;2021-12-27;B.1.351;Beta;DEV;;;1846;0
4;2022-08-30 00:33:11;2021-12-27;P.1;Gamma;DEV;;;1846;0
4;2022-08-30 00:33:11;2021-12-27;B.1.1.7;Alpha;DEV;;;1846;0
4;2022-08-30 00:33:11;2021-12-27;B.1.621;Mu;DEV;;;1846;0
4;2022-08-30 00:33:11;2021-12-27;C.37;Lambda;DEV;;;1846;0
4;2022-08-30 00:33:11;2022-01-03;B.1.1.529;Omicron;;VOC;;2080;1817
4;2022-08-30 00:33:11;2022-01-03;BA.1;Omicron;VOC;;B.1.1.529;2080;1805
4;2022-08-30 00:33:11;2022-01-03;BA.2;Omicron;VOC;;B.1.1.529;2080;12
4;2022-08-30 00:33:11;2022-01-03;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;2080;0
4;2022-08-30 00:33:11;2022-01-03;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;2080;0
4;2022-08-30 00:33:11;2022-01-03;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;2080;0
4;2022-08-30 00:33:11;2022-01-03;BA.2+S:L452X;Omicron;VOI;;BA.2;2080;0
4;2022-08-30 00:33:11;2022-01-03;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;2080;0
4;2022-08-30 00:33:11;2022-01-03;BA.3;Omicron;VUM;;B.1.1.529;2080;0
4;2022-08-30 00:33:11;2022-01-03;B.1.617.2;Delta;DEV;;;2080;263
4;2022-08-30 00:33:11;2022-01-03;B.1.351;Beta;DEV;;;2080;0
4;2022-08-30 00:33:11;2022-01-03;P.1;Gamma;DEV;;;2080;0
4;2022-08-30 00:33:11;2022-01-03;B.1.1.7;Alpha;DEV;;;2080;0
4;2022-08-30 00:33:11;2022-01-03;B.1.621;Mu;DEV;;;2080;0
4;2022-08-30 00:33:11;2022-01-03;C.37;Lambda;DEV;;;2080;0
4;2022-08-30 00:33:11;2022-01-10;B.1.1.529;Omicron;;VOC;;2001;1896
4;2022-08-30 00:33:11;2022-01-10;BA.1;Omicron;VOC;;B.1.1.529;2001;1836
4;2022-08-30 00:33:11;2022-01-10;BA.2;Omicron;VOC;;B.1.1.529;2001;60
4;2022-08-30 00:33:11;2022-01-10;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;2001;0
4;2022-08-30 00:33:11;2022-01-10;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;2001;0
4;2022-08-30 00:33:11;2022-01-10;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;2001;0
4;2022-08-30 00:33:11;2022-01-10;BA.2+S:L452X;Omicron;VOI;;BA.2;2001;0
4;2022-08-30 00:33:11;2022-01-10;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;2001;0
4;2022-08-30 00:33:11;2022-01-10;BA.3;Omicron;VUM;;B.1.1.529;2001;0
4;2022-08-30 00:33:11;2022-01-10;B.1.617.2;Delta;DEV;;;2001;105
4;2022-08-30 00:33:11;2022-01-10;B.1.351;Beta;DEV;;;2001;0
4;2022-08-30 00:33:11;2022-01-10;P.1;Gamma;DEV;;;2001;0
4;2022-08-30 00:33:11;2022-01-10;B.1.1.7;Alpha;DEV;;;2001;0
4;2022-08-30 00:33:11;2022-01-10;B.1.621;Mu;DEV;;;2001;0
4;2022-08-30 00:33:11;2022-01-10;C.37;Lambda;DEV;;;2001;0
4;2022-08-30 00:33:11;2022-01-17;B.1.1.529;Omicron;;VOC;;2142;2104
4;2022-08-30 00:33:11;2022-01-17;BA.1;Omicron;VOC;;B.1.1.529;2142;2014
4;2022-08-30 00:33:11;2022-01-17;BA.2;Omicron;VOC;;B.1.1.529;2142;90
4;2022-08-30 00:33:11;2022-01-17;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;2142;0
4;2022-08-30 00:33:11;2022-01-17;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;2142;0
4;2022-08-30 00:33:11;2022-01-17;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;2142;0
4;2022-08-30 00:33:11;2022-01-17;BA.2+S:L452X;Omicron;VOI;;BA.2;2142;0
4;2022-08-30 00:33:11;2022-01-17;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;2142;0
4;2022-08-30 00:33:11;2022-01-17;BA.3;Omicron;VUM;;B.1.1.529;2142;0
4;2022-08-30 00:33:11;2022-01-17;B.1.617.2;Delta;DEV;;;2142;38
4;2022-08-30 00:33:11;2022-01-17;B.1.351;Beta;DEV;;;2142;0
4;2022-08-30 00:33:11;2022-01-17;P.1;Gamma;DEV;;;2142;0
4;2022-08-30 00:33:11;2022-01-17;B.1.1.7;Alpha;DEV;;;2142;0
4;2022-08-30 00:33:11;2022-01-17;B.1.621;Mu;DEV;;;2142;0
4;2022-08-30 00:33:11;2022-01-17;C.37;Lambda;DEV;;;2142;0
4;2022-08-30 00:33:11;2022-01-24;B.1.1.529;Omicron;;VOC;;1671;1651
4;2022-08-30 00:33:11;2022-01-24;BA.1;Omicron;VOC;;B.1.1.529;1671;1517
4;2022-08-30 00:33:11;2022-01-24;BA.2;Omicron;VOC;;B.1.1.529;1671;134
4;2022-08-30 00:33:11;2022-01-24;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1671;0
4;2022-08-30 00:33:11;2022-01-24;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1671;0
4;2022-08-30 00:33:11;2022-01-24;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1671;0
4;2022-08-30 00:33:11;2022-01-24;BA.2+S:L452X;Omicron;VOI;;BA.2;1671;0
4;2022-08-30 00:33:11;2022-01-24;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1671;0
4;2022-08-30 00:33:11;2022-01-24;BA.3;Omicron;VUM;;B.1.1.529;1671;0
4;2022-08-30 00:33:11;2022-01-24;B.1.617.2;Delta;DEV;;;1671;20
4;2022-08-30 00:33:11;2022-01-24;B.1.351;Beta;DEV;;;1671;0
4;2022-08-30 00:33:11;2022-01-24;P.1;Gamma;DEV;;;1671;0
4;2022-08-30 00:33:11;2022-01-24;B.1.1.7;Alpha;DEV;;;1671;0
4;2022-08-30 00:33:11;2022-01-24;B.1.621;Mu;DEV;;;1671;0
4;2022-08-30 00:33:11;2022-01-24;C.37;Lambda;DEV;;;1671;0
4;2022-08-30 00:33:11;2022-01-31;B.1.1.529;Omicron;;VOC;;1911;1901
4;2022-08-30 00:33:11;2022-01-31;BA.1;Omicron;VOC;;B.1.1.529;1911;1572
4;2022-08-30 00:33:11;2022-01-31;BA.2;Omicron;VOC;;B.1.1.529;1911;327
4;2022-08-30 00:33:11;2022-01-31;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1911;0
4;2022-08-30 00:33:11;2022-01-31;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1911;1
4;2022-08-30 00:33:11;2022-01-31;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1911;0
4;2022-08-30 00:33:11;2022-01-31;BA.2+S:L452X;Omicron;VOI;;BA.2;1911;0
4;2022-08-30 00:33:11;2022-01-31;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1911;0
4;2022-08-30 00:33:11;2022-01-31;BA.3;Omicron;VUM;;B.1.1.529;1911;0
4;2022-08-30 00:33:11;2022-01-31;B.1.617.2;Delta;DEV;;;1911;9
4;2022-08-30 00:33:11;2022-01-31;B.1.351;Beta;DEV;;;1911;0
4;2022-08-30 00:33:11;2022-01-31;P.1;Gamma;DEV;;;1911;0
4;2022-08-30 00:33:11;2022-01-31;B.1.1.7;Alpha;DEV;;;1911;0
4;2022-08-30 00:33:11;2022-01-31;B.1.621;Mu;DEV;;;1911;0
4;2022-08-30 00:33:11;2022-01-31;C.37;Lambda;DEV;;;1911;0
4;2022-08-30 00:33:11;2022-02-07;B.1.1.529;Omicron;;VOC;;1763;1762
4;2022-08-30 00:33:11;2022-02-07;BA.1;Omicron;VOC;;B.1.1.529;1763;1334
4;2022-08-30 00:33:11;2022-02-07;BA.2;Omicron;VOC;;B.1.1.529;1763;427
4;2022-08-30 00:33:11;2022-02-07;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1763;0
4;2022-08-30 00:33:11;2022-02-07;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1763;0
4;2022-08-30 00:33:11;2022-02-07;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1763;0
4;2022-08-30 00:33:11;2022-02-07;BA.2+S:L452X;Omicron;VOI;;BA.2;1763;2
4;2022-08-30 00:33:11;2022-02-07;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1763;0
4;2022-08-30 00:33:11;2022-02-07;BA.3;Omicron;VUM;;B.1.1.529;1763;0
4;2022-08-30 00:33:11;2022-02-07;B.1.617.2;Delta;DEV;;;1763;1
4;2022-08-30 00:33:11;2022-02-07;B.1.351;Beta;DEV;;;1763;0
4;2022-08-30 00:33:11;2022-02-07;P.1;Gamma;DEV;;;1763;0
4;2022-08-30 00:33:11;2022-02-07;B.1.1.7;Alpha;DEV;;;1763;0
4;2022-08-30 00:33:11;2022-02-07;B.1.621;Mu;DEV;;;1763;0
4;2022-08-30 00:33:11;2022-02-07;C.37;Lambda;DEV;;;1763;0
4;2022-08-30 00:33:11;2022-02-14;B.1.1.529;Omicron;;VOC;;1791;1790
4;2022-08-30 00:33:11;2022-02-14;BA.1;Omicron;VOC;;B.1.1.529;1791;1127
4;2022-08-30 00:33:11;2022-02-14;BA.2;Omicron;VOC;;B.1.1.529;1791;660
4;2022-08-30 00:33:11;2022-02-14;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1791;0
4;2022-08-30 00:33:11;2022-02-14;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1791;0
4;2022-08-30 00:33:11;2022-02-14;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1791;0
4;2022-08-30 00:33:11;2022-02-14;BA.2+S:L452X;Omicron;VOI;;BA.2;1791;1
4;2022-08-30 00:33:11;2022-02-14;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1791;0
4;2022-08-30 00:33:11;2022-02-14;BA.3;Omicron;VUM;;B.1.1.529;1791;0
4;2022-08-30 00:33:11;2022-02-14;B.1.617.2;Delta;DEV;;;1791;1
4;2022-08-30 00:33:11;2022-02-14;B.1.351;Beta;DEV;;;1791;0
4;2022-08-30 00:33:11;2022-02-14;P.1;Gamma;DEV;;;1791;0
4;2022-08-30 00:33:11;2022-02-14;B.1.1.7;Alpha;DEV;;;1791;0
4;2022-08-30 00:33:11;2022-02-14;B.1.621;Mu;DEV;;;1791;0
4;2022-08-30 00:33:11;2022-02-14;C.37;Lambda;DEV;;;1791;0
4;2022-08-30 00:33:11;2022-02-21;B.1.1.529;Omicron;;VOC;;1686;1685
4;2022-08-30 00:33:11;2022-02-21;BA.1;Omicron;VOC;;B.1.1.529;1686;795
4;2022-08-30 00:33:11;2022-02-21;BA.2;Omicron;VOC;;B.1.1.529;1686;886
4;2022-08-30 00:33:11;2022-02-21;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1686;0
4;2022-08-30 00:33:11;2022-02-21;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1686;1
4;2022-08-30 00:33:11;2022-02-21;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1686;0
4;2022-08-30 00:33:11;2022-02-21;BA.2+S:L452X;Omicron;VOI;;BA.2;1686;1
4;2022-08-30 00:33:11;2022-02-21;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1686;0
4;2022-08-30 00:33:11;2022-02-21;BA.3;Omicron;VUM;;B.1.1.529;1686;2
4;2022-08-30 00:33:11;2022-02-21;B.1.617.2;Delta;DEV;;;1686;0
4;2022-08-30 00:33:11;2022-02-21;B.1.351;Beta;DEV;;;1686;0
4;2022-08-30 00:33:11;2022-02-21;P.1;Gamma;DEV;;;1686;0
4;2022-08-30 00:33:11;2022-02-21;B.1.1.7;Alpha;DEV;;;1686;0
4;2022-08-30 00:33:11;2022-02-21;B.1.621;Mu;DEV;;;1686;0
4;2022-08-30 00:33:11;2022-02-21;C.37;Lambda;DEV;;;1686;0
4;2022-08-30 00:33:11;2022-02-28;B.1.1.529;Omicron;;VOC;;1758;1757
4;2022-08-30 00:33:11;2022-02-28;BA.1;Omicron;VOC;;B.1.1.529;1758;511
4;2022-08-30 00:33:11;2022-02-28;BA.2;Omicron;VOC;;B.1.1.529;1758;1243
4;2022-08-30 00:33:11;2022-02-28;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1758;0
4;2022-08-30 00:33:11;2022-02-28;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1758;0
4;2022-08-30 00:33:11;2022-02-28;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1758;0
4;2022-08-30 00:33:11;2022-02-28;BA.2+S:L452X;Omicron;VOI;;BA.2;1758;2
4;2022-08-30 00:33:11;2022-02-28;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1758;0
4;2022-08-30 00:33:11;2022-02-28;BA.3;Omicron;VUM;;B.1.1.529;1758;0
4;2022-08-30 00:33:11;2022-02-28;B.1.617.2;Delta;DEV;;;1758;0
4;2022-08-30 00:33:11;2022-02-28;B.1.351;Beta;DEV;;;1758;0
4;2022-08-30 00:33:11;2022-02-28;P.1;Gamma;DEV;;;1758;0
4;2022-08-30 00:33:11;2022-02-28;B.1.1.7;Alpha;DEV;;;1758;0
4;2022-08-30 00:33:11;2022-02-28;B.1.621;Mu;DEV;;;1758;0
4;2022-08-30 00:33:11;2022-02-28;C.37;Lambda;DEV;;;1758;0
4;2022-08-30 00:33:11;2022-03-07;B.1.1.529;Omicron;;VOC;;1833;1830
4;2022-08-30 00:33:11;2022-03-07;BA.1;Omicron;VOC;;B.1.1.529;1833;370
4;2022-08-30 00:33:11;2022-03-07;BA.2;Omicron;VOC;;B.1.1.529;1833;1458
4;2022-08-30 00:33:11;2022-03-07;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1833;0
4;2022-08-30 00:33:11;2022-03-07;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1833;0
4;2022-08-30 00:33:11;2022-03-07;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1833;0
4;2022-08-30 00:33:11;2022-03-07;BA.2+S:L452X;Omicron;VOI;;BA.2;1833;7
4;2022-08-30 00:33:11;2022-03-07;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1833;0
4;2022-08-30 00:33:11;2022-03-07;BA.3;Omicron;VUM;;B.1.1.529;1833;0
4;2022-08-30 00:33:11;2022-03-07;B.1.617.2;Delta;DEV;;;1833;0
4;2022-08-30 00:33:11;2022-03-07;B.1.351;Beta;DEV;;;1833;0
4;2022-08-30 00:33:11;2022-03-07;P.1;Gamma;DEV;;;1833;0
4;2022-08-30 00:33:11;2022-03-07;B.1.1.7;Alpha;DEV;;;1833;0
4;2022-08-30 00:33:11;2022-03-07;B.1.621;Mu;DEV;;;1833;0
4;2022-08-30 00:33:11;2022-03-07;C.37;Lambda;DEV;;;1833;0
4;2022-08-30 00:33:11;2022-03-14;B.1.1.529;Omicron;;VOC;;1690;1688
4;2022-08-30 00:33:11;2022-03-14;BA.1;Omicron;VOC;;B.1.1.529;1690;191
4;2022-08-30 00:33:11;2022-03-14;BA.2;Omicron;VOC;;B.1.1.529;1690;1497
4;2022-08-30 00:33:11;2022-03-14;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1690;0
4;2022-08-30 00:33:11;2022-03-14;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1690;0
4;2022-08-30 00:33:11;2022-03-14;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1690;0
4;2022-08-30 00:33:11;2022-03-14;BA.2+S:L452X;Omicron;VOI;;BA.2;1690;11
4;2022-08-30 00:33:11;2022-03-14;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1690;0
4;2022-08-30 00:33:11;2022-03-14;BA.3;Omicron;VUM;;B.1.1.529;1690;0
4;2022-08-30 00:33:11;2022-03-14;B.1.617.2;Delta;DEV;;;1690;0
4;2022-08-30 00:33:11;2022-03-14;B.1.351;Beta;DEV;;;1690;0
4;2022-08-30 00:33:11;2022-03-14;P.1;Gamma;DEV;;;1690;0
4;2022-08-30 00:33:11;2022-03-14;B.1.1.7;Alpha;DEV;;;1690;0
4;2022-08-30 00:33:11;2022-03-14;B.1.621;Mu;DEV;;;1690;0
4;2022-08-30 00:33:11;2022-03-14;C.37;Lambda;DEV;;;1690;0
4;2022-08-30 00:33:11;2022-03-21;B.1.1.529;Omicron;;VOC;;1797;1794
4;2022-08-30 00:33:11;2022-03-21;BA.1;Omicron;VOC;;B.1.1.529;1797;135
4;2022-08-30 00:33:11;2022-03-21;BA.2;Omicron;VOC;;B.1.1.529;1797;1658
4;2022-08-30 00:33:11;2022-03-21;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1797;0
4;2022-08-30 00:33:11;2022-03-21;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1797;0
4;2022-08-30 00:33:11;2022-03-21;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1797;0
4;2022-08-30 00:33:11;2022-03-21;BA.2+S:L452X;Omicron;VOI;;BA.2;1797;15
4;2022-08-30 00:33:11;2022-03-21;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1797;0
4;2022-08-30 00:33:11;2022-03-21;BA.3;Omicron;VUM;;B.1.1.529;1797;0
4;2022-08-30 00:33:11;2022-03-21;B.1.617.2;Delta;DEV;;;1797;0
4;2022-08-30 00:33:11;2022-03-21;B.1.351;Beta;DEV;;;1797;0
4;2022-08-30 00:33:11;2022-03-21;P.1;Gamma;DEV;;;1797;0
4;2022-08-30 00:33:11;2022-03-21;B.1.1.7;Alpha;DEV;;;1797;0
4;2022-08-30 00:33:11;2022-03-21;B.1.621;Mu;DEV;;;1797;0
4;2022-08-30 00:33:11;2022-03-21;C.37;Lambda;DEV;;;1797;0
4;2022-08-30 00:33:11;2022-03-28;B.1.1.529;Omicron;;VOC;;1604;1603
4;2022-08-30 00:33:11;2022-03-28;BA.1;Omicron;VOC;;B.1.1.529;1604;81
4;2022-08-30 00:33:11;2022-03-28;BA.2;Omicron;VOC;;B.1.1.529;1604;1522
4;2022-08-30 00:33:11;2022-03-28;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1604;0
4;2022-08-30 00:33:11;2022-03-28;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1604;0
4;2022-08-30 00:33:11;2022-03-28;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1604;0
4;2022-08-30 00:33:11;2022-03-28;BA.2+S:L452X;Omicron;VOI;;BA.2;1604;16
4;2022-08-30 00:33:11;2022-03-28;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1604;0
4;2022-08-30 00:33:11;2022-03-28;BA.3;Omicron;VUM;;B.1.1.529;1604;0
4;2022-08-30 00:33:11;2022-03-28;B.1.617.2;Delta;DEV;;;1604;0
4;2022-08-30 00:33:11;2022-03-28;B.1.351;Beta;DEV;;;1604;0
4;2022-08-30 00:33:11;2022-03-28;P.1;Gamma;DEV;;;1604;0
4;2022-08-30 00:33:11;2022-03-28;B.1.1.7;Alpha;DEV;;;1604;0
4;2022-08-30 00:33:11;2022-03-28;B.1.621;Mu;DEV;;;1604;0
4;2022-08-30 00:33:11;2022-03-28;C.37;Lambda;DEV;;;1604;0
4;2022-08-30 00:33:11;2022-04-04;B.1.1.529;Omicron;;VOC;;1586;1584
4;2022-08-30 00:33:11;2022-04-04;BA.1;Omicron;VOC;;B.1.1.529;1586;40
4;2022-08-30 00:33:11;2022-04-04;BA.2;Omicron;VOC;;B.1.1.529;1586;1543
4;2022-08-30 00:33:11;2022-04-04;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1586;1
4;2022-08-30 00:33:11;2022-04-04;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1586;0
4;2022-08-30 00:33:11;2022-04-04;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1586;0
4;2022-08-30 00:33:11;2022-04-04;BA.2+S:L452X;Omicron;VOI;;BA.2;1586;22
4;2022-08-30 00:33:11;2022-04-04;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1586;2
4;2022-08-30 00:33:11;2022-04-04;BA.3;Omicron;VUM;;B.1.1.529;1586;0
4;2022-08-30 00:33:11;2022-04-04;B.1.617.2;Delta;DEV;;;1586;0
4;2022-08-30 00:33:11;2022-04-04;B.1.351;Beta;DEV;;;1586;0
4;2022-08-30 00:33:11;2022-04-04;P.1;Gamma;DEV;;;1586;0
4;2022-08-30 00:33:11;2022-04-04;B.1.1.7;Alpha;DEV;;;1586;0
4;2022-08-30 00:33:11;2022-04-04;B.1.621;Mu;DEV;;;1586;0
4;2022-08-30 00:33:11;2022-04-04;C.37;Lambda;DEV;;;1586;0
4;2022-08-30 00:33:11;2022-04-11;B.1.1.529;Omicron;;VOC;;1442;1439
4;2022-08-30 00:33:11;2022-04-11;BA.1;Omicron;VOC;;B.1.1.529;1442;24
