Version;Date_of_report;Date_of_statistics_week_start;Variant_code;Variant_name;ECDC_category;WHO_category;Is_subvariant_of;Sample_size;Variant_cases
4;2022-08-30 00:33:11;2022-04-11;BA.2;Omicron;VOC;;B.1.1.529;1442;1414
4;2022-08-30 00:33:11;2022-04-11;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1442;1
4;2022-08-30 00:33:11;2022-04-11;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1442;0
4;2022-08-30 00:33:11;2022-04-11;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1442;0
4;2022-08-30 00:33:11;2022-04-11;BA.2+S:L452X;Omicron;VOI;;BA.2;1442;10
4;2022-08-30 00:33:11;2022-04-11;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1442;0
4;2022-08-30 00:33:11;2022-04-11;BA.3;Omicron;VUM;;B.1.1.529;1442;0
4;2022-08-30 00:33:11;2022-04-11;B.1.617.2;Delta;DEV;;;1442;1
4;2022-08-30 00:33:11;2022-04-11;B.1.351;Beta;DEV;;;1442;0
4;2022-08-30 00:33:11;2022-04-11;P.1;Gamma;DEV;;;1442;0
4;2022-08-30 00:33:11;2022-04-11;B.1.1.7;Alpha;DEV;;;1442;0
4;2022-08-30 00:33:11;2022-04-11;B.1.621;Mu;DEV;;;1442;0
4;2022-08-30 00:33:11;2022-04-11;C.37;Lambda;DEV;;;1442;0
4;2022-08-30 00:33:11;2022-04-18;B.1.1.529;Omicron;;VOC;;1247;1240
4;2022-08-30 00:33:11;2022-04-18;BA.1;Omicron;VOC;;B.1.1.529;1247;19
4;2022-08-30 00:33:11;2022-04-18;BA.2;Omicron;VOC;;B.1.1.529;1247;1213
4;2022-08-30 00:33:11;2022-04-18;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1247;3
4;2022-08-30 00:33:11;2022-04-18;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1247;2
4;2022-08-30 00:33:11;2022-04-18;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1247;0
4;2022-08-30 00:33:11;2022-04-18;BA.2+S:L452X;Omicron;VOI;;BA.2;1247;18
4;2022-08-30 00:33:11;2022-04-18;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1247;1
4;2022-08-30 00:33:11;2022-04-18;BA.3;Omicron;VUM;;B.1.1.529;1247;1
4;2022-08-30 00:33:11;2022-04-18;B.1.617.2;Delta;DEV;;;1247;0
4;2022-08-30 00:33:11;2022-04-18;B.1.351;Beta;DEV;;;1247;0
4;2022-08-30 00:33:11;2022-04-18;P.1;Gamma;DEV;;;1247;0
4;2022-08-30 00:33:11;2022-04-18;B.1.1.7;Alpha;DEV;;;1247;0
4;2022-08-30 00:33:11;2022-04-18;B.1.621;Mu;DEV;;;1247;0
4;2022-08-30 00:33:11;2022-04-18;C.37;Lambda;DEV;;;1247;0
4;2022-08-30 00:33:11;2022-04-25;B.1.1.529;Omicron;;VOC;;1217;1216
4;2022-08-30 00:33:11;2022-04-25;BA.1;Omicron;VOC;;B.1.1.529;1217;8
4;2022-08-30 00:33:11;2022-04-25;BA.2;Omicron;VOC;;B.1.1.529;1217;1200
4;2022-08-30 00:33:11;2022-04-25;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1217;6
4;2022-08-30 00:33:11;2022-04-25;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1217;2
4;2022-08-30 00:33:11;2022-04-25;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1217;0
4;2022-08-30 00:33:11;2022-04-25;BA.2+S:L452X;Omicron;VOI;;BA.2;1217;27
4;2022-08-30 00:33:11;2022-04-25;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1217;10
4;2022-08-30 00:33:11;2022-04-25;BA.3;Omicron;VUM;;B.1.1.529;1217;0
4;2022-08-30 00:33:11;2022-04-25;B.1.617.2;Delta;DEV;;;1217;0
4;2022-08-30 00:33:11;2022-04-25;B.1.351;Beta;DEV;;;1217;0
4;2022-08-30 00:33:11;2022-04-25;P.1;Gamma;DEV;;;1217;0
4;2022-08-30 00:33:11;2022-04-25;B.1.1.7;Alpha;DEV;;;1217;0
4;2022-08-30 00:33:11;2022-04-25;B.1.621;Mu;DEV;;;1217;0
4;2022-08-30 00:33:11;2022-04-25;C.37;Lambda;DEV;;;1217;0
4;2022-08-30 00:33:11;2022-05-02;B.1.1.529;Omicron;;VOC;;1027;1026
4;2022-08-30 00:33:11;2022-05-02;BA.1;Omicron;VOC;;B.1.1.529;1027;5
4;2022-08-30 00:33:11;2022-05-02;BA.2;Omicron;VOC;;B.1.1.529;1027;994
4;2022-08-30 00:33:11;2022-05-02;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1027;19
4;2022-08-30 00:33:11;2022-05-02;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1027;8
4;2022-08-30 00:33:11;2022-05-02;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1027;0
4;2022-08-30 00:33:11;2022-05-02;BA.2+S:L452X;Omicron;VOI;;BA.2;1027;38
4;2022-08-30 00:33:11;2022-05-02;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1027;17
4;2022-08-30 00:33:11;2022-05-02;BA.3;Omicron;VUM;;B.1.1.529;1027;0
4;2022-08-30 00:33:11;2022-05-02;B.1.617.2;Delta;DEV;;;1027;0
4;2022-08-30 00:33:11;2022-05-02;B.1.351;Beta;DEV;;;1027;0
4;2022-08-30 00:33:11;2022-05-02;P.1;Gamma;DEV;;;1027;0
4;2022-08-30 00:33:11;2022-05-02;B.1.1.7;Alpha;DEV;;;1027;0
4;2022-08-30 00:33:11;2022-05-02;B.1.621;Mu;DEV;;;1027;0
4;2022-08-30 00:33:11;2022-05-02;C.37;Lambda;DEV;;;1027;0
4;2022-08-30 00:33:11;2022-05-09;B.1.1.529;Omicron;;VOC;;1009;1006
4;2022-08-30 00:33:11;2022-05-09;BA.1;Omicron;VOC;;B.1.1.529;1009;3
4;2022-08-30 00:33:11;2022-05-09;BA.2;Omicron;VOC;;B.1.1.529;1009;944
4;2022-08-30 00:33:11;2022-05-09;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1009;29
4;2022-08-30 00:33:11;2022-05-09;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1009;30
4;2022-08-30 00:33:11;2022-05-09;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1009;0
4;2022-08-30 00:33:11;2022-05-09;BA.2+S:L452X;Omicron;VOI;;BA.2;1009;67
4;2022-08-30 00:33:11;2022-05-09;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1009;38
4;2022-08-30 00:33:11;2022-05-09;BA.3;Omicron;VUM;;B.1.1.529;1009;0
4;2022-08-30 00:33:11;2022-05-09;B.1.617.2;Delta;DEV;;;1009;0
4;2022-08-30 00:33:11;2022-05-09;B.1.351;Beta;DEV;;;1009;0
4;2022-08-30 00:33:11;2022-05-09;P.1;Gamma;DEV;;;1009;0
4;2022-08-30 00:33:11;2022-05-09;B.1.1.7;Alpha;DEV;;;1009;0
4;2022-08-30 00:33:11;2022-05-09;B.1.621;Mu;DEV;;;1009;0
4;2022-08-30 00:33:11;2022-05-09;C.37;Lambda;DEV;;;1009;0
4;2022-08-30 00:33:11;2022-05-16;B.1.1.529;Omicron;;VOC;;1105;1104
4;2022-08-30 00:33:11;2022-05-16;BA.1;Omicron;VOC;;B.1.1.529;1105;1
4;2022-08-30 00:33:11;2022-05-16;BA.2;Omicron;VOC;;B.1.1.529;1105;967
4;2022-08-30 00:33:11;2022-05-16;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1105;56
4;2022-08-30 00:33:11;2022-05-16;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1105;80
4;2022-08-30 00:33:11;2022-05-16;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1105;0
4;2022-08-30 00:33:11;2022-05-16;BA.2+S:L452X;Omicron;VOI;;BA.2;1105;134
4;2022-08-30 00:33:11;2022-05-16;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1105;87
4;2022-08-30 00:33:11;2022-05-16;BA.3;Omicron;VUM;;B.1.1.529;1105;0
4;2022-08-30 00:33:11;2022-05-16;B.1.617.2;Delta;DEV;;;1105;0
4;2022-08-30 00:33:11;2022-05-16;B.1.351;Beta;DEV;;;1105;0
4;2022-08-30 00:33:11;2022-05-16;P.1;Gamma;DEV;;;1105;0
4;2022-08-30 00:33:11;2022-05-16;B.1.1.7;Alpha;DEV;;;1105;0
4;2022-08-30 00:33:11;2022-05-16;B.1.621;Mu;DEV;;;1105;0
4;2022-08-30 00:33:11;2022-05-16;C.37;Lambda;DEV;;;1105;0
4;2022-08-30 00:33:11;2022-05-23;B.1.1.529;Omicron;;VOC;;944;943
4;2022-08-30 00:33:11;2022-05-23;BA.1;Omicron;VOC;;B.1.1.529;944;2
4;2022-08-30 00:33:11;2022-05-23;BA.2;Omicron;VOC;;B.1.1.529;944;697
4;2022-08-30 00:33:11;2022-05-23;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;944;72
4;2022-08-30 00:33:11;2022-05-23;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;944;172
4;2022-08-30 00:33:11;2022-05-23;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;944;0
4;2022-08-30 00:33:11;2022-05-23;BA.2+S:L452X;Omicron;VOI;;BA.2;944;148
4;2022-08-30 00:33:11;2022-05-23;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;944;116
4;2022-08-30 00:33:11;2022-05-23;BA.3;Omicron;VUM;;B.1.1.529;944;0
4;2022-08-30 00:33:11;2022-05-23;B.1.617.2;Delta;DEV;;;944;1
4;2022-08-30 00:33:11;2022-05-23;B.1.351;Beta;DEV;;;944;0
4;2022-08-30 00:33:11;2022-05-23;P.1;Gamma;DEV;;;944;0
4;2022-08-30 00:33:11;2022-05-23;B.1.1.7;Alpha;DEV;;;944;0
4;2022-08-30 00:33:11;2022-05-23;B.1.621;Mu;DEV;;;944;0
4;2022-08-30 00:33:11;2022-05-23;C.37;Lambda;DEV;;;944;0
4;2022-08-30 00:33:11;2022-05-30;B.1.1.529;Omicron;;VOC;;958;955
4;2022-08-30 00:33:11;2022-05-30;BA.1;Omicron;VOC;;B.1.1.529;958;2
4;2022-08-30 00:33:11;2022-05-30;BA.2;Omicron;VOC;;B.1.1.529;958;517
4;2022-08-30 00:33:11;2022-05-30;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;958;112
4;2022-08-30 00:33:11;2022-05-30;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;958;324
4;2022-08-30 00:33:11;2022-05-30;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;958;0
4;2022-08-30 00:33:11;2022-05-30;BA.2+S:L452X;Omicron;VOI;;BA.2;958;129
4;2022-08-30 00:33:11;2022-05-30;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;958;106
4;2022-08-30 00:33:11;2022-05-30;BA.3;Omicron;VUM;;B.1.1.529;958;0
4;2022-08-30 00:33:11;2022-05-30;B.1.617.2;Delta;DEV;;;958;0
4;2022-08-30 00:33:11;2022-05-30;B.1.351;Beta;DEV;;;958;0
4;2022-08-30 00:33:11;2022-05-30;P.1;Gamma;DEV;;;958;0
4;2022-08-30 00:33:11;2022-05-30;B.1.1.7;Alpha;DEV;;;958;0
4;2022-08-30 00:33:11;2022-05-30;B.1.621;Mu;DEV;;;958;0
4;2022-08-30 00:33:11;2022-05-30;C.37;Lambda;DEV;;;958;0
4;2022-08-30 00:33:11;2022-06-06;B.1.1.529;Omicron;;VOC;;1136;1136
4;2022-08-30 00:33:11;2022-06-06;BA.1;Omicron;VOC;;B.1.1.529;1136;1
4;2022-08-30 00:33:11;2022-06-06;BA.2;Omicron;VOC;;B.1.1.529;1136;412
4;2022-08-30 00:33:11;2022-06-06;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1136;147
4;2022-08-30 00:33:11;2022-06-06;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1136;576
4;2022-08-30 00:33:11;2022-06-06;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1136;0
4;2022-08-30 00:33:11;2022-06-06;BA.2+S:L452X;Omicron;VOI;;BA.2;1136;130
4;2022-08-30 00:33:11;2022-06-06;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1136;95
4;2022-08-30 00:33:11;2022-06-06;BA.3;Omicron;VUM;;B.1.1.529;1136;0
4;2022-08-30 00:33:11;2022-06-06;B.1.617.2;Delta;DEV;;;1136;0
4;2022-08-30 00:33:11;2022-06-06;B.1.351;Beta;DEV;;;1136;0
4;2022-08-30 00:33:11;2022-06-06;P.1;Gamma;DEV;;;1136;0
4;2022-08-30 00:33:11;2022-06-06;B.1.1.7;Alpha;DEV;;;1136;0
4;2022-08-30 00:33:11;2022-06-06;B.1.621;Mu;DEV;;;1136;0
4;2022-08-30 00:33:11;2022-06-06;C.37;Lambda;DEV;;;1136;0
4;2022-08-30 00:33:11;2022-06-13;B.1.1.529;Omicron;;VOC;;1262;1262
4;2022-08-30 00:33:11;2022-06-13;BA.1;Omicron;VOC;;B.1.1.529;1262;2
4;2022-08-30 00:33:11;2022-06-13;BA.2;Omicron;VOC;;B.1.1.529;1262;313
4;2022-08-30 00:33:11;2022-06-13;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1262;151
4;2022-08-30 00:33:11;2022-06-13;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1262;796
4;2022-08-30 00:33:11;2022-06-13;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1262;0
4;2022-08-30 00:33:11;2022-06-13;BA.2+S:L452X;Omicron;VOI;;BA.2;1262;141
4;2022-08-30 00:33:11;2022-06-13;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1262;105
4;2022-08-30 00:33:11;2022-06-13;BA.3;Omicron;VUM;;B.1.1.529;1262;0
4;2022-08-30 00:33:11;2022-06-13;B.1.617.2;Delta;DEV;;;1262;0
4;2022-08-30 00:33:11;2022-06-13;B.1.351;Beta;DEV;;;1262;0
4;2022-08-30 00:33:11;2022-06-13;P.1;Gamma;DEV;;;1262;0
4;2022-08-30 00:33:11;2022-06-13;B.1.1.7;Alpha;DEV;;;1262;0
4;2022-08-30 00:33:11;2022-06-13;B.1.621;Mu;DEV;;;1262;0
4;2022-08-30 00:33:11;2022-06-13;C.37;Lambda;DEV;;;1262;0
4;2022-08-30 00:33:11;2022-06-20;B.1.1.529;Omicron;;VOC;;1290;1290
4;2022-08-30 00:33:11;2022-06-20;BA.1;Omicron;VOC;;B.1.1.529;1290;0
4;2022-08-30 00:33:11;2022-06-20;BA.2;Omicron;VOC;;B.1.1.529;1290;190
4;2022-08-30 00:33:11;2022-06-20;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1290;135
4;2022-08-30 00:33:11;2022-06-20;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1290;965
4;2022-08-30 00:33:11;2022-06-20;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1290;1
4;2022-08-30 00:33:11;2022-06-20;BA.2+S:L452X;Omicron;VOI;;BA.2;1290;91
4;2022-08-30 00:33:11;2022-06-20;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1290;70
4;2022-08-30 00:33:11;2022-06-20;BA.3;Omicron;VUM;;B.1.1.529;1290;0
4;2022-08-30 00:33:11;2022-06-20;B.1.617.2;Delta;DEV;;;1290;0
4;2022-08-30 00:33:11;2022-06-20;B.1.351;Beta;DEV;;;1290;0
4;2022-08-30 00:33:11;2022-06-20;P.1;Gamma;DEV;;;1290;0
4;2022-08-30 00:33:11;2022-06-20;B.1.1.7;Alpha;DEV;;;1290;0
4;2022-08-30 00:33:11;2022-06-20;B.1.621;Mu;DEV;;;1290;0
4;2022-08-30 00:33:11;2022-06-20;C.37;Lambda;DEV;;;1290;0
4;2022-08-30 00:33:11;2022-06-27;B.1.1.529;Omicron;;VOC;;1447;1447
4;2022-08-30 00:33:11;2022-06-27;BA.1;Omicron;VOC;;B.1.1.529;1447;1
4;2022-08-30 00:33:11;2022-06-27;BA.2;Omicron;VOC;;B.1.1.529;1447;147
4;2022-08-30 00:33:11;2022-06-27;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1447;149
4;2022-08-30 00:33:11;2022-06-27;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1447;1150
4;2022-08-30 00:33:11;2022-06-27;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1447;0
4;2022-08-30 00:33:11;2022-06-27;BA.2+S:L452X;Omicron;VOI;;BA.2;1447;79
4;2022-08-30 00:33:11;2022-06-27;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1447;60
4;2022-08-30 00:33:11;2022-06-27;BA.3;Omicron;VUM;;B.1.1.529;1447;0
4;2022-08-30 00:33:11;2022-06-27;B.1.617.2;Delta;DEV;;;1447;0
4;2022-08-30 00:33:11;2022-06-27;B.1.351;Beta;DEV;;;1447;0
4;2022-08-30 00:33:11;2022-06-27;P.1;Gamma;DEV;;;1447;0
4;2022-08-30 00:33:11;2022-06-27;B.1.1.7;Alpha;DEV;;;1447;0
4;2022-08-30 00:33:11;2022-06-27;B.1.621;Mu;DEV;;;1447;0
4;2022-08-30 00:33:11;2022-06-27;C.37;Lambda;DEV;;;1447;0
4;2022-08-30 00:33:11;2022-07-04;B.1.1.529;Omicron;;VOC;;1343;1343
4;2022-08-30 00:33:11;2022-07-04;BA.1;Omicron;VOC;;B.1.1.529;1343;3
4;2022-08-30 00:33:11;2022-07-04;BA.2;Omicron;VOC;;B.1.1.529;1343;69
4;2022-08-30 00:33:11;2022-07-04;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1343;122
4;2022-08-30 00:33:11;2022-07-04;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1343;1149
4;2022-08-30 00:33:11;2022-07-04;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1343;0
4;2022-08-30 00:33:11;2022-07-04;BA.2+S:L452X;Omicron;VOI;;BA.2;1343;39
4;2022-08-30 00:33:11;2022-07-04;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1343;27
4;2022-08-30 00:33:11;2022-07-04;BA.3;Omicron;VUM;;B.1.1.529;1343;0
4;2022-08-30 00:33:11;2022-07-04;B.1.617.2;Delta;DEV;;;1343;0
4;2022-08-30 00:33:11;2022-07-04;B.1.351;Beta;DEV;;;1343;0
4;2022-08-30 00:33:11;2022-07-04;P.1;Gamma;DEV;;;1343;0
4;2022-08-30 00:33:11;2022-07-04;B.1.1.7;Alpha;DEV;;;1343;0
4;2022-08-30 00:33:11;2022-07-04;B.1.621;Mu;DEV;;;1343;0
4;2022-08-30 00:33:11;2022-07-04;C.37;Lambda;DEV;;;1343;0
4;2022-08-30 00:33:11;2022-07-11;B.1.1.529;Omicron;;VOC;;1427;1426
4;2022-08-30 00:33:11;2022-07-11;BA.1;Omicron;VOC;;B.1.1.529;1427;0
4;2022-08-30 00:33:11;2022-07-11;BA.2;Omicron;VOC;;B.1.1.529;1427;33
4;2022-08-30 00:33:11;2022-07-11;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1427;128
4;2022-08-30 00:33:11;2022-07-11;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1427;1265
4;2022-08-30 00:33:11;2022-07-11;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1427;0
4;2022-08-30 00:33:11;2022-07-11;BA.2+S:L452X;Omicron;VOI;;BA.2;1427;17
4;2022-08-30 00:33:11;2022-07-11;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1427;13
4;2022-08-30 00:33:11;2022-07-11;BA.3;Omicron;VUM;;B.1.1.529;1427;0
4;2022-08-30 00:33:11;2022-07-11;B.1.617.2;Delta;DEV;;;1427;0
4;2022-08-30 00:33:11;2022-07-11;B.1.351;Beta;DEV;;;1427;0
4;2022-08-30 00:33:11;2022-07-11;P.1;Gamma;DEV;;;1427;0
4;2022-08-30 00:33:11;2022-07-11;B.1.1.7;Alpha;DEV;;;1427;0
4;2022-08-30 00:33:11;2022-07-11;B.1.621;Mu;DEV;;;1427;0
4;2022-08-30 00:33:11;2022-07-11;C.37;Lambda;DEV;;;1427;0
4;2022-08-30 00:33:11;2022-07-18;B.1.1.529;Omicron;;VOC;;1249;1248
4;2022-08-30 00:33:11;2022-07-18;BA.1;Omicron;VOC;;B.1.1.529;1249;0
4;2022-08-30 00:33:11;2022-07-18;BA.2;Omicron;VOC;;B.1.1.529;1249;15
4;2022-08-30 00:33:11;2022-07-18;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1249;81
4;2022-08-30 00:33:11;2022-07-18;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1249;1152
4;2022-08-30 00:33:11;2022-07-18;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1249;0
4;2022-08-30 00:33:11;2022-07-18;BA.2+S:L452X;Omicron;VOI;;BA.2;1249;6
4;2022-08-30 00:33:11;2022-07-18;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1249;4
4;2022-08-30 00:33:11;2022-07-18;BA.3;Omicron;VUM;;B.1.1.529;1249;0
4;2022-08-30 00:33:11;2022-07-18;B.1.617.2;Delta;DEV;;;1249;0
4;2022-08-30 00:33:11;2022-07-18;B.1.351;Beta;DEV;;;1249;0
4;2022-08-30 00:33:11;2022-07-18;P.1;Gamma;DEV;;;1249;0
4;2022-08-30 00:33:11;2022-07-18;B.1.1.7;Alpha;DEV;;;1249;0
4;2022-08-30 00:33:11;2022-07-18;B.1.621;Mu;DEV;;;1249;0
4;2022-08-30 00:33:11;2022-07-18;C.37;Lambda;DEV;;;1249;0
4;2022-08-30 00:33:11;2022-07-25;B.1.1.529;Omicron;;VOC;;1382;1382
4;2022-08-30 00:33:11;2022-07-25;BA.1;Omicron;VOC;;B.1.1.529;1382;0
4;2022-08-30 00:33:11;2022-07-25;BA.2;Omicron;VOC;;B.1.1.529;1382;12
4;2022-08-30 00:33:11;2022-07-25;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1382;93
4;2022-08-30 00:33:11;2022-07-25;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1382;1277
4;2022-08-30 00:33:11;2022-07-25;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1382;1
4;2022-08-30 00:33:11;2022-07-25;BA.2+S:L452X;Omicron;VOI;;BA.2;1382;6
4;2022-08-30 00:33:11;2022-07-25;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1382;6
4;2022-08-30 00:33:11;2022-07-25;BA.3;Omicron;VUM;;B.1.1.529;1382;0
4;2022-08-30 00:33:11;2022-07-25;B.1.617.2;Delta;DEV;;;1382;0
4;2022-08-30 00:33:11;2022-07-25;B.1.351;Beta;DEV;;;1382;0
4;2022-08-30 00:33:11;2022-07-25;P.1;Gamma;DEV;;;1382;0
4;2022-08-30 00:33:11;2022-07-25;B.1.1.7;Alpha;DEV;;;1382;0
4;2022-08-30 00:33:11;2022-07-25;B.1.621;Mu;DEV;;;1382;0
4;2022-08-30 00:33:11;2022-07-25;C.37;Lambda;DEV;;;1382;0
4;2022-08-30 00:33:11;2022-08-01;B.1.1.529;Omicron;;VOC;;1314;1313
4;2022-08-30 00:33:11;2022-08-01;BA.1;Omicron;VOC;;B.1.1.529;1314;1
4;2022-08-30 00:33:11;2022-08-01;BA.2;Omicron;VOC;;B.1.1.529;1314;6
4;2022-08-30 00:33:11;2022-08-01;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;1314;64
4;2022-08-30 00:33:11;2022-08-01;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;1314;1242
4;2022-08-30 00:33:11;2022-08-01;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;1314;1
4;2022-08-30 00:33:11;2022-08-01;BA.2+S:L452X;Omicron;VOI;;BA.2;1314;2
4;2022-08-30 00:33:11;2022-08-01;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;1314;1
4;2022-08-30 00:33:11;2022-08-01;BA.3;Omicron;VUM;;B.1.1.529;1314;0
4;2022-08-30 00:33:11;2022-08-01;B.1.617.2;Delta;DEV;;;1314;0
4;2022-08-30 00:33:11;2022-08-01;B.1.351;Beta;DEV;;;1314;0
4;2022-08-30 00:33:11;2022-08-01;P.1;Gamma;DEV;;;1314;0
4;2022-08-30 00:33:11;2022-08-01;B.1.1.7;Alpha;DEV;;;1314;0
4;2022-08-30 00:33:11;2022-08-01;B.1.621;Mu;DEV;;;1314;0
4;2022-08-30 00:33:11;2022-08-01;C.37;Lambda;DEV;;;1314;0
4;2022-08-30 00:33:11;2022-08-08;B.1.1.529;Omicron;;VOC;;975;972
4;2022-08-30 00:33:11;2022-08-08;BA.1;Omicron;VOC;;B.1.1.529;975;1
4;2022-08-30 00:33:11;2022-08-08;BA.2;Omicron;VOC;;B.1.1.529;975;13
4;2022-08-30 00:33:11;2022-08-08;BA.4;Omicron;VOC;VOC-LUM;B.1.1.529;975;58
4;2022-08-30 00:33:11;2022-08-08;BA.5;Omicron;VOC;VOC-LUM;B.1.1.529;975;900
4;2022-08-30 00:33:11;2022-08-08;BA.2.75;Omicron;VOI;VOC-LUM;BA.2;975;9
4;2022-08-30 00:33:11;2022-08-08;BA.2+S:L452X;Omicron;VOI;;BA.2;975;2
4;2022-08-30 00:33:11;2022-08-08;BA.2.12.1;Omicron;VOI;VOC-LUM;BA.2+S:L452X;975;2
4;2022-08-30 00:33:11;2022-08-08;BA.3;Omicron;VUM;;B.1.1.529;975;0
4;2022-08-30 00:33:11;2022-08-08;B.1.617.2;Delta;DEV;;;975;0
4;2022-08-30 00:33:11;2022-08-08;B.1.351;Beta;DEV;;;975;0
4;2022-08-30 00:33:11;2022-08-08;P.1;Gamma;DEV;;;975;0
4;2022-08-30 00:33:11;2022-08-08;B.1.1.7;Alpha;DEV;;;975;0
4;2022-08-30 00:33:11;2022-08-08;B.1.621;Mu;DEV;;;975;0
4;2022-08-30 00:33:11;2022-08-08;C.37;Lambda;DEV;;;975;0
